@relation Pulsar_Feature_Data_Type_9
@attribute Feature_1 numeric
@attribute Feature_2 numeric
@attribute Feature_3 numeric
@attribute Feature_4 numeric
@attribute Feature_5 numeric
@attribute Feature_6 numeric
@attribute Feature_7 numeric
@attribute Feature_8 numeric
@attribute Feature_9 numeric
@attribute class {0,1,2}
@data
1.47231284988,87.9453125,63.0694444385,1.05065167397,-0.152675199459,4.78284182306,14.7521141171,7.79306845683,103.069094916,2
4.87527532974,72.7890625,52.8412499178,1.75160513385,2.61188861113,5.86505808758,20.3653981146,7.00292405687,67.4312044894,2
4.03239055451,99.171875,49.1553833164,0.91734180652,0.562150403209,10.8087578195,31.0191654869,3.95380706894,20.2703694089,2
9.78578940737,48.375,46.7922603109,2.47080837348,6.50033030364,7.71581769437,26.754128744,5.39209950162,34.7516121453,2
9.71550526204,103.609375,58.0369271422,1.0745601201,0.570373353777,8.55853440572,32.3979654366,4.89062895083,25.9848546364,2
6.70635271526,96.65625,67.0760339908,0.77803400268,-0.521943687837,5.30473637176,20.2910256953,7.2480444432,68.7147514351,2
4.78124314842,78.59375,49.756663734,1.46902745773,2.3060156558,7.78373547811,24.2547483717,3.8417066517,19.8848259985,2
7.74508201966,119.0390625,53.6155880936,0.258185521611,-0.396601960366,8.96604110813,33.9649021068,4.74072110974,23.9793627029,2
2.89641634161,97.6328125,60.2169088449,0.689147065711,-0.372796176795,7.054512958,18.9504710425,5.3589703174,49.9327596385,2
7.70150479282,132.765625,50.1327120587,0.377080289868,-0.252320549433,7.63896336014,29.2888627462,4.77039055009,25.4529691692,2
10.0977748452,104.6640625,61.7634445566,0.764275189761,-0.446468871008,8.26809651475,32.1546693705,5.22583253647,29.9754185123,2
4.19506919262,83.0546875,46.9008776227,0.926133880729,0.650493640505,9.50312779267,30.5061815481,4.56543189017,26.0218287682,2
10.0051616074,76.34375,52.9776541189,1.11435919275,1.21681702345,6.30205540661,25.0211332531,5.75597904674,40.8179697039,2
4.21041058171,114.828125,50.3036264496,0.595198728967,0.157101064118,8.50670241287,24.8728257699,3.56418875653,17.1930107106,2
2.82119087279,91.296875,64.6202076771,0.843321174474,-0.503437705851,5.40929401251,18.6294121893,8.01704297447,85.8397050593,2
7.33344742844,47.796875,32.0483909929,3.8439021011,19.9998884379,6.96067917784,23.3488956762,4.3450497028,24.31832998,2
7.52880914381,65.6640625,56.3693563339,1.62347688176,1.71404121546,5.59785522788,22.751347265,7.21221521147,62.1937585032,2
3.18570458994,53.78125,60.1997894385,2.00004531292,3.10446637439,5.64164432529,20.4729883589,7.32181675633,66.7019393838,2
6.75728167232,53.7109375,48.7743772935,2.32038231999,5.63962365737,5.41554959786,19.8399712408,6.9631176175,65.4953499491,2
10.241859748,82.1875,47.9362776898,1.4190190485,2.24044879443,8.56478999106,33.8455865509,4.99324692074,26.3255902446,2
3.5859632417,109.484375,52.5906931487,0.441015876501,-0.193205573791,16.1966041108,43.4641671063,2.6777045789,6.13986346376,2
9.3223759229,41.90625,37.4335739803,3.78128216006,16.4027405365,4.90884718499,19.4598347239,6.56453616627,55.7825338506,2
1.23574997138,80.8515625,59.5686434192,1.26319412292,0.712183854198,5.49597855228,15.6753174803,7.21901839285,89.3366127009,2
3.49045865904,106.7734375,65.4939423301,0.897349676208,-0.601984653781,5.07864164433,18.0451989247,7.72365787274,80.0341650957,2
2.23484140231,67.7890625,65.1567403871,1.41418391646,0.769208120761,6.35388739946,19.2618442048,7.28411352969,74.5218925183,2
8.10232201549,67.9296875,49.3261124421,1.69344334211,3.18280786667,8.35567470956,31.5255891561,5.70075320984,36.1498850971,2
11.682807696,75.6171875,50.6105104409,1.72472418678,3.3348846883,7.75692582663,29.5233489916,5.40055844291,32.6343327635,2
4.43322698598,99.4609375,68.4116563469,0.528034538402,-0.913123041566,6.36193029491,23.6784464805,6.63929667163,53.7242239789,2
3.92600716732,118.140625,59.6127784087,0.406414255027,-0.693962031585,7.51831992851,27.5115927217,6.03881188846,43.96599819,2
3.45013202093,77.5625,56.4889023946,1.31141042149,1.2179488852,7.61036639857,24.3236319322,5.80263552174,43.6683201564,2
10.5668897884,88.765625,60.8229351755,1.00416794288,0.16201358287,8.09919571046,30.0393246771,5.28333033188,31.7678821377,2
2.24154794775,34.625,50.5873316652,3.13941577702,9.03053911906,4.6344950849,15.8781527866,8.94616581752,109.466466646,2
6.68594637015,55.28125,51.2487709456,2.32861383583,5.27085564818,6.55674709562,24.3612253361,6.12722442139,45.98308865,2
3.68264895935,84.9296875,58.3594978873,1.13748875311,0.635056617273,5.2144772118,18.608292939,8.16253992472,88.6714426815,2
7.26157728909,73.2578125,63.258552546,1.33975567931,0.633029899692,6.40571939231,25.5559769245,6.60943877994,50.7661263462,2
10.7891073052,120.296875,63.4478574519,0.248759273568,-1.0843201372,7.26452189455,29.405818236,5.89248023409,39.1289809283,2
7.66591340013,85.6796875,46.2920304956,1.35340651383,2.44478101997,9.70151921358,33.9453420124,3.8050049072,14.1465506311,2
1.65991195914,83.109375,63.1416109797,1.17734283383,0.214474711174,4.95889186774,17.5872676401,8.20247889393,93.6132285793,2
1.82563709372,132.2265625,62.4755220621,-0.0480067860345,-0.770367980297,5.51117068811,18.1753845255,7.16275620361,76.0188119161,2
3.10698648587,41.09375,56.8493675069,2.66411546695,6.14129084779,4.30384271671,15.5000848531,9.33166302691,126.213224632,2
11.0639717393,95.2578125,54.7520327953,0.952901531131,0.600935576827,5.7908847185,25.178594733,6.76409670257,53.2618490645,2
11.1481591925,102.5234375,52.495827936,1.00558808314,0.948157554053,7.94459338695,29.2087883991,4.75931170075,26.0024786358,2
10.7364344326,73.7265625,62.0047521923,1.47728150725,1.12109923681,5.98391420912,25.4664739649,6.43627750633,47.2930020787,2
11.4409753599,85.5859375,47.8445607122,0.772333294023,0.541638975766,10.2100089366,38.5026216614,4.26324701074,18.0085436722,2
4.07225364005,70.2109375,43.959792059,2.11810719425,4.47668937994,6.65058087578,20.4996213292,5.58356728416,47.9280824932,2
2.61643619616,45.6484375,54.9621446207,2.27800125784,4.58321745447,5.28507596068,15.1570881017,7.87638944539,101.756790148,2
8.49945463533,119.625,65.8961066756,0.28833079397,-1.02363700801,8.5218945487,32.7504335369,5.50402560767,33.1123070097,2
10.4671105177,71.859375,46.4552429722,2.26022468152,5.1002861506,7.07238605898,27.8439276054,5.54486353184,35.3327500893,2
10.5641807257,73.359375,53.4024716152,1.65781610647,2.5662592605,7.4218051832,28.4412585922,5.2701715468,31.9299071466,2
6.36681024748,111.265625,53.987771239,0.566527510292,-0.271896263482,10.5746201966,33.7218226362,4.81392829268,26.2436814923,2
9.82759989374,46.34375,39.9457517884,2.69394837983,9.47528361124,6.18856121537,24.9348967072,6.59913994584,51.2916049722,2
7.20607183151,86.8515625,48.4790692341,1.30581017046,1.95545343396,10.8400357462,35.7170436707,4.00307070007,17.440182819,2
10.1932665549,81.6484375,50.0396077254,1.10320416555,1.34272975086,7.33154602324,28.8442552383,5.1712017058,30.146910707,2
5.1051275219,113.609375,48.4241085319,0.800257709239,0.541139518655,7.68096514745,27.2416634165,4.81440686597,28.3084616848,2
10.2134891346,50.125,42.2675629177,2.8674872149,8.42934012013,8.92403932082,29.8040149298,4.8344178628,26.9457934872,2
11.0245577323,74.4453125,56.6218002123,1.76303832918,2.38502651641,6.44235924933,24.9405017133,6.10629682218,44.7576036312,2
1.56739259386,93.5,77.1177063002,0.655688853369,-1.06112642957,3.95621090259,14.6944103814,10.312681531,146.721241133,2
7.61463293504,101.328125,51.5474765045,1.1666329509,0.946098665649,5.78999106345,23.3915203486,6.05876639799,44.4899715229,2
11.2154232295,93.203125,55.4263812659,0.698160349434,-0.0715764369472,10.4325290438,34.5733430032,4.44080419539,22.1256350017,2
9.64736814974,55.1640625,51.0538590216,2.34385493502,5.01194935903,8.14298480786,28.6063717761,5.2289591468,32.3351033681,2
11.8025912074,127.28125,58.0329832805,0.447706698853,-0.379261268429,10.9803395889,33.9312711152,3.77981903395,16.1958120219,2
8.01495563016,76.5,56.9827276462,1.40710683122,1.12610466995,7.33780160858,29.6937648377,5.53051542211,33.162944725,2
10.6061347076,94.796875,60.9370011999,1.10575511997,0.407624117286,7.67292225201,30.2119159529,5.47966629725,32.6956373116,2
8.13326222786,127.703125,47.7638002596,0.114756126418,-0.513119024064,8.19034852547,30.9281570548,5.05398443479,29.1592570311,2
11.144502783,91.21875,45.0192558628,1.28566478872,2.12730390116,8.34763181412,29.5720107027,4.57235037733,24.0340208176,2
8.65950663132,74.890625,54.5155130409,1.68684149931,2.09404707516,7.37354781055,27.987324097,5.69358511471,37.8828404359,2
4.06960328454,45.671875,46.4974981476,2.96050496129,9.38923455939,4.71403038427,18.0091945964,8.01253145991,84.9976032426,2
3.66135661159,85.25,67.3464689126,0.954367144912,-0.372004706391,5.38516532618,18.5919206064,7.58397381687,81.4025260266,2
9.70538856383,102.34375,48.8005246994,0.485257546542,-0.173695856743,10.5469168901,38.6416048507,4.32792515929,19.274154736,2
3.72738181622,79.5546875,67.60614439,1.29934294582,0.393732539885,6.76854334227,22.2109685711,7.11910497316,63.7883290427,2
7.29620821511,56.0078125,49.3372476073,2.38868338389,5.47367611792,5.95263628239,25.8829856323,6.49448916808,47.8600736235,2
1.91303657642,103.640625,52.3100334507,0.837925697736,0.462566906012,9.21179624665,27.5512164921,3.36621219372,13.5716164249,2
2.29406644969,103.8046875,56.4201674096,0.761683013676,-0.181368965913,7.29311885612,19.4960149686,5.63487762157,53.2926390953,2
3.5386806255,95.8125,50.0227682536,0.942601156398,0.537965737172,10.9419124218,30.9080221056,3.55862054297,15.6905285291,2
9.95952811029,94.8125,49.9868342041,0.96397404254,1.10333509759,8.76496872207,34.0490786341,4.8635260284,25.086021127,2
3.46030354111,98.4375,57.7210086862,0.720080639063,-0.251089012061,9.73100983021,27.4483515958,4.8441953207,32.8406699073,2
8.87921767951,73.875,64.5449213726,1.27798716322,0.247443837532,5.00089365505,21.4803149717,7.50915152135,67.4349198613,2
6.61388011857,102.8203125,45.8660470817,0.801694431373,1.33815320769,9.61572832887,33.8265401666,3.7789994539,13.4771782522,2
3.96175238793,98.9921875,53.169613046,0.632325408418,0.0266105570005,12.0026809651,32.301984821,2.84356667343,8.37534001827,2
1.80947451202,110.5078125,63.2027981102,0.450859923116,-0.991138517388,5.14834673816,18.0457014515,8.43832124744,99.085845412,2
4.7896801777,61.5546875,42.7364394782,2.19696350396,5.71732993066,7.18945487042,23.0381785855,4.60351483782,30.88350082,2
4.19743057189,49.765625,43.6186392883,2.76856121268,8.2242753272,4.39946380697,16.0860187651,7.66450825773,86.114113943,2
10.7882106056,72.6328125,61.1550119437,1.70979799194,1.81431149681,7.26452189455,27.6097809002,5.94333336208,40.549080368,2
6.36238455109,53.6875,46.1537427383,2.37407868408,5.72470343128,4.65504915103,20.8799892011,7.42350822971,66.9024980872,2
6.75670233926,49.765625,39.756383995,2.85540498474,9.60158208357,5.15102770331,19.6545564034,6.14756311203,52.7399870627,2
6.91089550368,126.234375,68.3820248191,-0.048769506784,-1.20004967667,7.55853440572,29.7561720154,5.81075525853,37.9675744624,2
8.91996180161,63.90625,54.5835708885,1.83862093997,3.07177352316,10.0983020554,34.2202975421,4.70154220855,24.1720701356,2
7.69055342769,78.5078125,55.7239283339,1.36950464117,1.31675493015,6.86684539768,25.6584627622,6.43893786836,49.5056297554,2
9.1870530754,90.5078125,58.2332320412,1.28377397171,0.808922543256,5.2654155496,22.9882079493,6.87747048337,56.4148882091,2
6.34049284718,91.6953125,63.8888877507,0.938253968323,-0.107100108233,6.7381590706,24.3103312991,6.08248065821,45.4136757752,2
11.2968622744,67.421875,43.0406075292,1.62690619172,3.94544303503,9.48793565684,33.9983649285,4.73220414806,24.4952476193,2
4.54447107055,101.7109375,67.8884830466,0.606640675345,-0.932453816821,5.95263628239,21.8059212946,7.42658635848,68.8995944891,2
2.17371125202,69.2890625,49.3435267322,1.99773750321,4.6917177543,10.0509383378,25.180316591,3.23717860461,15.5903223875,2
11.8971427796,85.5859375,46.2161239693,1.66467802545,3.27784679506,7.66577301162,29.0036360099,4.90513136098,27.685238764,2
11.3179677887,115.4140625,65.0947059272,0.350606519706,-1.07646077874,8.64075067024,33.1318429696,5.26753974278,29.5887077511,2
3.86441557928,72.828125,47.9361732827,1.70181258794,2.98740495297,8.27077747989,24.1262125631,3.99919908617,23.0011061376,2
10.9532387782,87.53125,46.0753353047,1.44889391844,3.15588906812,7.6872207328,30.8778406487,4.78428258122,24.5426255339,2
8.06635528757,73.71875,60.174347927,1.57672562879,1.79751867409,7.50580875782,27.8341139955,5.8118337157,39.6166712954,2
1.66121215267,96.09375,59.294213132,0.827850548977,-0.174845216426,7.35746201966,21.3833267377,5.16825720874,42.9868853293,2
9.35385406649,42.609375,46.5285924149,3.26687244986,10.5141087485,4.88114387846,20.5643172945,7.23530913489,65.842811603,2
3.0513729504,53.1640625,45.4240054486,2.38895314119,5.86708805057,5.98391420912,18.1057787164,6.11593485147,62.7552836564,2
1.41871134789,71.84375,66.0867608598,1.36883849631,0.858058702191,3.93297587131,12.8419961891,9.47498704937,149.954301504,2
2.61202431775,85.9921875,70.2185757223,1.03616082598,-0.151267325641,7.38784629133,19.9900259917,6.1792582865,60.8040692623,2
2.27506712656,97.421875,52.8811475999,0.459421899755,0.164175688049,26.3842716711,62.0187405963,2.06265268938,2.40856239682,2
4.56974505669,50.8984375,55.4349054979,2.4586456567,5.06059461781,4.64521894549,18.9022732915,8.01016216464,81.3364086347,2
3.57828593436,56.3515625,56.9678623551,2.01255699151,3.53195332456,5.08757819482,17.756253976,8.17529199532,88.9528110916,2
10.6033564726,97.140625,57.1665240732,0.567330636485,-0.400627614231,8.19571045576,30.0688239351,4.99803403878,29.0206302782,2
9.56764823137,102.25,61.0007684378,0.617017417985,-0.669317065777,6.54334226988,27.7571436578,6.06483656039,40.9362466744,2
5.0058963028,82.546875,72.9963461602,1.17219642603,-0.112084761215,5.09651474531,19.765370291,7.76411472093,76.1947530452,2
7.28338899286,52.0703125,41.4744242715,2.77533653321,8.64514611443,5.81769436997,20.6137032789,5.72508888729,45.7547002569,2
7.96230665333,53.5078125,46.7570175371,2.26900558497,5.58711860475,6.92940125112,28.5246302911,6.33527003909,44.7442661715,2
3.56974739311,122.671875,58.2166091763,0.0317783514471,-0.877650295989,5.42806076854,17.1142916956,6.10069002984,67.1395688248,2
7.66381701582,74.609375,54.8343007351,1.63778899605,2.0308448223,7.34048257373,27.9935725442,5.38047450254,33.4843181978,2
10.0010662567,64.625,51.6377102997,1.90037966598,3.50211315951,5.01876675603,21.750321886,6.64880143935,53.5958460924,2
5.51760881444,72.609375,43.6823109177,1.43646516805,2.73618799391,8.49151027703,26.4461898131,3.4979629878,13.7794655435,2
2.04730808714,84.765625,57.041991711,1.15115639741,0.782312056071,7.96872207328,21.6793989937,3.54575709077,20.5936033363,2
11.141259284,87.234375,48.789324584,1.32470215305,1.72739160646,11.4798927614,39.8012185135,4.18380020426,17.6401204454,2
9.31472488728,96.2734375,64.752016721,0.715129445524,-0.393160256791,7.23235031278,29.9383577148,5.57215384151,34.4594574665,2
8.0998044525,70.1640625,56.8202727554,1.8132107822,2.5893519751,7.48614834674,29.8582521873,6.05015499386,39.6852630553,2
3.54456679842,113.2890625,53.2466478322,0.145677732195,-0.440143031796,13.6121537087,37.1921522408,2.89069650189,8.23046193106,2
6.04356809349,66.15625,58.0654853242,1.59275658983,1.87699051059,6.50312779267,24.4541433858,6.39848295832,48.9025712714,2
1.49458249525,67.9921875,71.0113873014,1.24831129537,0.130781519033,3.78373547811,12.9147083119,9.80935413184,152.142042323,2
6.75236601102,90.6328125,60.1561602069,1.03536209083,0.049028765738,7.96782841823,27.9442960815,5.9055845261,40.8801021632,2
6.62708617544,120.5546875,49.3553455492,0.531797196851,0.170864847747,10.7059874888,35.1773785601,3.65438479639,13.6429528875,2
11.3711628304,65.84375,47.3085677857,1.75814265552,3.59717722602,8.38784629133,29.5069655173,4.89708004069,28.3682457974,2
4.46409276877,41.3984375,36.5043533028,3.58361653793,15.3082397428,6.7381590706,21.2368296064,5.44179603472,41.2999279362,2
7.6299171665,83.890625,71.0254393658,1.13669382002,-0.00916286703054,5.93833780161,23.4059398621,6.48249823096,50.3136594242,2
6.98438833776,61.484375,61.7251954704,1.43510665662,0.864665806613,4.54334226988,17.8952279923,7.73180856798,79.4472157542,2
9.19231293917,126.8984375,51.8214844206,0.100480785038,-0.453722242864,6.26273458445,26.8789487783,5.58448884349,35.7069002039,2
10.6157417645,102.8671875,48.5195468171,1.0001592097,1.06717876005,11.6952636282,40.3499114915,3.9457151345,15.4408607337,2
9.4595765114,85.546875,43.8277629219,1.55153826069,2.7774903501,7.44325290438,28.5333811463,5.09083932999,29.5313524197,2
8.36977076952,109.8125,57.0872071374,0.622568054954,-0.414286610111,7.59517426273,29.3802170306,5.55963613069,34.7319587901,2
8.04155693577,53.484375,34.7776383738,3.06227688422,13.2089927402,6.57908847185,24.5377779661,4.5805444107,24.5056799008,2
9.42260096737,62.7265625,51.5660551568,1.48762115776,2.03607757296,3.96604110813,18.8520581877,7.85487183803,76.3531207607,2
10.1837605376,39.2734375,38.228898355,3.83163144823,16.9335147742,7.46738159071,25.5978830571,4.95227079923,29.4763677508,2
3.03956977949,67.7109375,64.6188527473,1.40395021022,0.909971183093,6.36014298481,21.1409132919,7.49893563182,70.5333143586,2
9.03647976185,78.2734375,53.7451618235,1.75639478195,2.46924768715,8.65415549598,32.3870300028,5.05559938701,27.2981111066,2
10.147330543,88.3828125,46.1487271449,1.08332465413,2.1890594021,5.91063449508,24.9174340496,5.4239022658,34.0485564446,2
1.79152772218,66.8203125,56.3440094411,1.63907493208,2.11378787338,5.35924932976,18.6220002537,7.71739574521,81.9081602209,2
1.86287989191,90.5703125,60.125608572,0.864489053109,-0.240037909047,6.66756032172,18.398875428,5.08211840509,47.3810391375,2
2.38835557386,90.1328125,65.9437936681,1.11142372932,0.13668400819,7.98302055407,21.9357392262,5.66896511483,46.7117067531,2
10.4472307872,113.8984375,54.8642984787,0.348517296609,-0.0571560795339,9.28239499553,38.8498261645,4.4275719634,18.3464585285,2
3.88966558398,83.484375,67.5924117846,1.04170319135,-0.0515597506228,5.72475424486,19.0842922161,7.5022823387,76.9259592952,2
4.32778518771,68.234375,54.4292092388,1.46763083152,1.45997889367,5.36103663986,18.213463217,6.65013707913,65.2311135561,2
2.03609130294,65.9375,64.1315481549,1.34546788804,0.861718982435,4.58534405719,17.8393085371,9.13843139628,106.5397246,2
10.152937313,90.8046875,56.5348424914,0.864548793632,0.157855309336,6.51921358356,27.1886688685,6.02719924608,41.7601629095,2
6.09944171565,73.8125,53.6504528755,1.17267901894,0.801009231016,8.50223413762,30.0250974021,5.29669350997,31.8302811629,2
5.65083447539,113.0,54.4327279768,0.134984546221,-0.606086618173,11.945487042,35.7018944573,3.43099386312,12.4939532937,2
1.94982456964,107.2734375,59.2569503892,0.384902391237,-0.645048358193,6.109025916,19.1057613074,6.88405375764,68.0915071464,2
4.63575256179,45.3984375,50.7383514716,2.80505197928,7.43742646531,5.63896336014,19.0041654151,6.90813630094,66.5735636291,2
4.70864974916,83.0859375,52.9753815677,1.79825376722,2.79415269738,6.24575513852,19.6723250521,5.83632409549,52.0843901519,2
3.14843886482,56.90625,46.9135570591,2.20477258194,5.12769292643,5.00089365505,15.3841776333,7.50649367964,93.8964868932,2
9.72897986265,51.171875,36.7025862029,3.53522887693,14.9579186861,5.89544235925,23.2721161737,5.65394119114,40.3894371333,2
5.71467860763,90.4765625,65.2456853032,0.910905365348,-0.463819045804,7.03306523682,27.5374110074,5.92124946761,39.8534255904,2
11.0739730202,73.109375,49.5642314286,1.63641149646,2.27119338332,9.36461126005,33.3825450664,4.90804414656,26.3645014714,2
9.90785979276,38.3046875,37.6962694179,4.04390941267,18.2191256489,4.71760500447,19.4306530996,7.05712080071,66.3147953571,2
3.56778600117,87.671875,65.7024672975,1.2077968232,0.237341829719,5.67828418231,19.5346712303,7.69590870316,79.9612849037,2
8.98874489088,65.1328125,57.7668226436,1.69730701012,2.14799869491,9.33780160858,34.6513376648,5.06888738019,27.1431795633,2
4.8022781052,82.8984375,47.0956207896,1.13844152266,1.34452981138,7.24486148347,25.0356833446,5.03536086407,33.893543944,2
7.99482915012,58.6484375,53.9007464355,2.29570356892,4.66370089851,5.20285969616,21.4780672644,7.23375716484,63.4112928533,2
4.32100731303,80.640625,67.0872489718,1.52304429809,0.957272165177,8.02323503128,27.6619675137,5.8727480883,39.4448991922,2
3.49064589271,81.734375,53.7015020121,1.49378554736,1.66186195507,7.74441465594,23.1575190906,4.52857285572,30.8762255981,2
6.55068161352,88.609375,64.7724664662,0.94958772023,0.0236582538398,8.6854334227,28.831755538,5.34327293905,33.3050150893,2
9.28331106417,96.203125,52.882292549,0.572948986756,-0.130982792041,12.527256479,42.0662582035,3.64860288236,12.9163456708,2
9.92216536251,76.2265625,49.9889385958,1.52276514512,2.00951089459,8.20196604111,30.8975122082,5.26737998781,31.2057288637,2
10.4362375407,44.7890625,49.4445163074,2.83914594709,7.56576451931,8.42269883825,29.8369274092,5.25473091328,31.3604797512,2
5.21692163614,96.8046875,53.7694817301,0.815682793852,0.294224281965,12.5764075067,40.8454356469,3.43040981913,11.022795731,2
5.87440475045,83.28125,56.9676357543,1.45318672574,1.51000596397,6.64164432529,25.019979494,5.76250243765,41.5427743935,2
5.16540811202,89.921875,62.0694683116,1.15237605027,0.301770454334,8.33869526363,27.9713027091,5.56376727823,37.1075642405,2
9.71726668987,45.40625,43.1105840941,2.89794080166,9.36781570049,4.76675603217,19.4755666757,6.92266914711,64.6596520482,2
4.67898909835,66.8046875,59.0033180468,1.25848668448,1.0040975273,6.42627345845,23.1109471478,6.76407615604,54.707986304,2
7.02557023338,57.3984375,46.4153025419,2.47375137135,6.55024211793,5.14298480786,18.7574024096,6.29216904078,58.0603456579,2
1.86000635405,78.21875,70.8176506843,0.979653312039,-0.346323399206,5.70509383378,19.1098298041,8.02734168906,83.9037205768,2
11.6865282116,115.828125,54.2057869049,-0.0684486313547,-0.587682187613,11.2877569258,39.8554060195,4.21535412902,18.1764778944,2
9.29026906214,88.8203125,40.4079651789,1.00541161182,1.91498728754,7.74620196604,30.9583582833,4.57625761766,21.1157131438,2
10.8663130196,112.7890625,65.9351779619,0.559755262458,-0.783082766654,6.2654155496,26.8966208677,6.27173583825,44.1382718535,2
11.5992248208,89.421875,64.0571777515,0.796473357333,-0.484886007827,8.71581769437,32.0834427889,5.11048450171,28.5420850692,2
7.71321191484,56.921875,38.504587668,2.75068623687,9.52997817555,5.27703306524,19.834888602,5.73353904079,46.6787284984,2
7.35979495285,60.328125,48.6484694927,2.10623763409,4.6651649741,6.11260053619,21.9256565863,6.22228848971,51.638841439,2
9.61336772585,103.9375,53.6272945313,0.876831960842,0.756182668639,10.9767649687,38.1352585008,3.74754851044,13.2584451007,2
1.71962801149,87.8125,71.8459452144,0.97762135341,-0.439720345046,5.03932082216,17.4227330333,7.99303624781,88.3288189509,2
3.11760447094,54.234375,52.5360715924,2.22589115637,4.6568830746,4.8400357462,15.7940375849,6.87867264388,78.7558443932,2
5.99797665659,74.609375,55.6967562979,1.48606516748,1.78157391199,7.28596961573,28.9734476719,5.73924346973,37.4497283129,2
1.75581185555,80.8046875,63.9063106471,1.15624579716,0.300136267804,6.74530831099,19.5103696648,6.53354753001,64.2344575101,2
3.76906913552,70.9609375,63.3918126545,1.2220094417,0.606841175142,4.83288650581,17.5608160616,8.23945888196,92.8623596048,2
11.3350708271,46.5390625,36.2299302942,3.2731129869,13.5070298728,6.01161751564,26.48470395,6.28164244073,43.7462777057,2
