10.7156 0 1 0
11.126 0 1 0
0 0 1 0
11.1192 0 2 0
10.7957 0 2 0
13.6077 1.6348 7 0
0 0 6 0
13.5408 1.60394 7 0
10.437 0.0308372 3 0
16.0527 0.185022 8 0
10.5858 0.123348 3 0
13.5152 1.6348 6 0
10.1829 0.43172 6 0
11.317 0.709273 7 0
10.1482 9.00613 7 0
10.0263 24.3335 12 0
10.6884 0 1 0
15.9033 2.22148 7 0
30.1584 35.3037 11 0
0 0 8 0
10.0336 0.30837 8 0
0 194.306 8 0
11.6426 547.874 12 0
12.2197 1018.29 12 0
19.332 1972.55 12 0
17.2263 1619.99 9 0
0 1662.39 10 0
14.7399 2.06704 7 0
0 2.90155 6 0
16.8913 26.0092 7 0
0 713.468 6 0
10.0621 1449.23 6 0
10.7578 1609.91 8 0
11.0413 1574.45 8 0
0 1574.45 8 0
10.4565 1597.06 10 0
10.654 1641.78 8 0
11.0266 1905.19 8 0
10.2719 1778.86 8 0
12.3031 1937.71 8 0
10.298 1970.8 8 0
10.9931 1891.66 8 0
11.5362 1922.24 9 0
10.0201 1923.95 7 0
10.624 1991.98 8 0
11.0613 0 1 0
11.8186 0 1 0
0 0 1 0
19.5785 1.38792 6 0
20.0941 0 6 0
10.8806 959.253 7 0
10.0091 1062.8 7 0
10.0018 1098.43 7 0
10.8419 1302.26 8 0
10.7101 1343.52 8 0
0 1343.52 8 0
10.5115 1481.88 8 0
10.0232 1491.15 6 0
11.9904 1515.26 9 0
11.6294 1828.68 9 0
10.1029 1716.58 9 0
10.1059 1721.18 8 0
11.5801 1910.29 8 0
12.5997 1864.88 9 0
10.5097 1782.04 8 0
10.4603 1838.48 10 0
13.538 1861.56 9 0
10.1374 0 8 0
0 0 8 0
11.5054 0 1 0
12.4251 0 2 0
0 0 1 0
10.0884 0 3 0
25.5794 1.0794 8 0
0 13.6103 5 0
10.2121 865.784 7 0
10.2692 1075.18 7 0
10.6146 1034.76 6 0
13.4474 1059.02 8 0
0 1059.02 8 0
12.2239 1287.26 7 0
13.6986 1575.85 9 0
13.1927 1766.23 9 0
13.1096 1393.51 10 0
12.2522 1503.16 8 0
10.5277 1476.61 9 0
10.0113 1625.77 8 0
10.7341 1977.83 10 0
12.531 1806.01 8 0
10.6818 1766.23 10 0
12.2638 1806.01 9 0
11.7652 1953.32 9 0
10.318 1900.1 9 0
23.9118 0.339207 8 0
0 0 8 0
14.338 1.69654 6 0
12.0656 11.0592 6 0
10.1625 569.818 5 0
10.2635 1317.44 8 0
10.406 1495.15 6 0
12.2358 1749 7 0
10.0025 1622.88 9 0
0 1640.32 7 0
