0.0 8.0 4 4 5 5 5 8 15 22 34 57 0
0.0 8.0 2 2 3 4 9 16 20 24 41 59 0
0.0 8.0 4 4 5 5 5 7 15 22 34 57 0
0.0 1.0 4 4 5 5 5 7 15 22 34 57 0
0.0 1.0 2 2 3 4 9 16 20 24 41 59 0
0.0 1.0 4 4 5 5 5 7 15 22 34 57 0
0.0 2.0 1 1 5 5 5 9 16 22 34 57 0
0.059238 7.0 1 1 4 9 10 13 21 30 42 63 0
0.0394922 6.0 6 6 7 9 10 12 22 31 42 64 0
0.0 8.0 6 6 6 8 11 11 22 31 42 64 0
0.0 8.0 1 1 2 7 9 15 23 31 46 64 0
0.0 8.0 6 6 6 8 11 11 22 31 42 64 0
0.0 1.0 6 6 6 8 11 11 22 31 42 64 0
0.0 1.0 1 1 2 2 7 17 20 31 50 64 0
0.0 1.0 6 6 6 8 11 11 22 31 42 64 0
0.0 2.0 6 6 6 8 11 11 22 31 42 64 0
0.0 8.0 4 4 5 6 6 10 26 41 52 70 0
0.0 8.0 1 2 6 6 7 9 24 41 53 72 0
0.0 8.0 4 4 5 6 6 10 26 41 52 70 0
0.0 1.0 4 4 5 6 6 10 26 41 52 70 0
0.0 1.0 1 1 1 7 9 15 25 39 57 72 0
0.0 1.0 4 4 5 6 6 10 26 41 52 70 0
0.0 2.0 1 2 2 6 7 14 23 42 53 72 0
0.0 2.0 1 1 1 2 7 15 20 37 57 72 0
0.0 8.0 6 6 7 8 8 13 25 44 58 78 0
0.0 8.0 6 7 7 7 8 12 25 44 58 78 0
0.0 8.0 6 6 7 8 9 13 25 44 58 78 0
0.0 1.0 6 6 7 8 9 13 25 44 58 78 0
0.0 1.0 5 6 6 10 11 11 28 41 59 85 0
0.0 1.0 6 6 7 8 9 13 25 44 58 78 0
0.0 2.0 6 7 7 8 8 13 25 44 58 78 0
0.0 2.0 3 3 3 8 10 18 27 37 64 81 0
7.32577 11.0 6 6 6 10 11 11 28 41 60 85 0
9.08782 11.0 3 3 3 8 10 18 27 37 64 79 0
36.2591 12.0 3 3 3 5 10 18 27 37 64 79 0
158.281 12.0 1 3 7 7 8 12 26 43 59 78 0
0.0 8.0 6 6 7 9 11 11 28 41 60 85 0
0.0 8.0 2 2 2 7 10 12 26 40 58 94 0
0.0 1.0 6 6 7 9 11 11 28 41 60 85 0
0.0 1.0 5 6 7 7 11 12 28 41 60 85 0
0.0 1.0 6 6 7 9 11 11 28 41 60 85 0
0.0 2.0 1 1 5 8 11 13 27 41 61 85 0
0.0 2.0 1 1 1 2 10 20 22 37 63 86 0
1.66377 10.0 2 2 6 7 10 11 26 41 58 94 0
0.0 8.0 5 5 7 9 9 12 26 40 57 94 0
0.0 8.0 2 2 7 7 9 12 23 40 57 95 0
0.0 8.0 5 5 7 9 9 12 26 40 58 94 0
0.0 1.0 5 5 7 9 9 12 26 40 57 94 0
0.0 1.0 2 2 3 7 9 12 23 40 56 95 0
0.0 1.0 5 5 7 9 9 12 26 40 58 94 0
0.0 2.0 5 5 7 9 9 12 26 40 57 94 0
0.0 2.0 2 2 2 5 6 13 22 35 58 99 0
2.72927 12.0 2 2 2 2 6 13 22 35 62 97 0
0.0 8.0 1 1 4 4 7 8 22 38 57 106 0
0.0 8.0 1 1 2 2 8 11 15 31 61 103 0
0.0 8.0 3 3 4 5 6 8 22 36 56 105 0
0.0 1.0 3 3 4 5 6 8 22 36 56 105 0
0.0 1.0 1 1 2 6 7 11 19 30 55 106 0
0.0 1.0 3 3 4 5 6 8 22 36 56 105 0
0.0 8.0 5 5 5 6 7 8 21 36 56 111 0
0.0 8.0 1 1 2 2 6 13 19 28 60 109 0
0.0 8.0 4 5 5 6 7 8 21 36 56 111 0
0.0 1.0 5 5 5 6 7 8 21 36 56 111 0
