@relation data
@attribute Feature_0 numeric
@attribute Feature_1 numeric
@attribute Feature_2 numeric
@attribute Feature_3 numeric
@attribute class {0,1}
@data
12.0,0.0,1034.53,3.0,0
11.0,14.6775,16.6333,13.0,0
9.0,10.9135,6.81241,7.0,0
9.0,0.0,6.4001,3.0,0
8.0,10.0748,14.1779,7.0,0
12.0,12.1941,21.64,6.0,0
9.0,10.5082,44.7197,6.0,0
8.0,11.3283,131.552,11.0,0
12.0,11.7105,164.886,6.0,0
12.0,13.3461,271.581,13.0,0
12.0,0.0,271.581,3.0,0
11.0,12.6802,379.115,2.0,0
12.0,10.1376,749.153,13.0,0
12.0,16.0971,815.718,2.0,0
12.0,11.9614,1748.68,1.0,0
10.0,15.0059,2.6279,13.0,0
11.0,12.5585,3.25999,19.0,0
6.0,11.1215,9.08782,7.0,0
7.0,14.3916,11.2206,19.0,0
5.0,10.3934,9.29219,16.0,0
4.0,10.4691,9.57626,19.0,0
5.0,10.0918,9.68046,16.0,0
5.0,11.6285,11.4456,17.0,0
7.0,10.0304,11.0534,16.0,0
6.0,11.0771,11.1368,8.0,0
5.0,10.2066,11.6443,17.0,0
5.0,10.0753,11.5022,17.0,0
5.0,10.052,11.6158,16.0,0
6.0,10.0554,11.7873,16.0,0
9.0,10.089,81.7069,13.0,0
10.0,10.5391,93.5962,12.0,0
9.0,10.1986,110.683,13.0,0
12.0,11.6393,318.046,3.0,0
10.0,14.5548,505.327,18.0,0
9.0,0.0,397.716,13.0,0
12.0,21.9247,1661.03,1.0,0
11.0,0.0,846.67,13.0,0
12.0,10.9443,1032.7,19.0,0
10.0,0.0,1525.49,13.0,0
12.0,12.4912,1591.82,3.0,0
12.0,98.9664,11.2206,26.0,0
7.0,11.6794,5.44065,13.0,0
2.0,10.6736,5.88266,26.0,0
11.0,10.9815,8.01957,6.0,0
5.0,14.7231,8.63459,26.0,0
10.0,11.1406,11.361,5.0,0
2.0,10.8889,15.2226,25.0,0
2.0,10.9794,15.4239,25.0,0
2.0,11.1398,31.0519,25.0,0
3.0,10.1716,31.701,25.0,0
3.0,10.3569,30.5873,25.0,0
3.0,10.1993,29.3967,25.0,0
2.0,10.5884,35.3289,25.0,0
3.0,10.6353,33.4082,25.0,0
3.0,10.0081,31.8801,25.0,0
2.0,10.2296,32.1806,25.0,0
3.0,13.3483,43.0346,26.0,0
4.0,10.0698,33.596,25.0,0
3.0,11.9447,51.0757,25.0,0
3.0,11.8022,62.8736,25.0,0
4.0,11.893,82.5888,26.0,0
4.0,10.0571,153.024,29.0,0
4.0,10.2652,178.295,23.0,0
5.0,10.2905,212.195,7.0,0
6.0,10.0706,214.088,7.0,0
6.0,10.0402,219.476,7.0,0
6.0,10.0008,219.866,7.0,0
10.0,12.8207,618.565,2.0,0
11.0,12.3671,743.857,2.0,0
9.0,0.0,730.781,4.0,0
11.0,10.2096,1250.7,3.0,0
10.0,10.4716,1371.52,9.0,0
12.0,15.0879,1854.07,4.0,0
11.0,14.1027,1965.81,2.0,0
8.0,12.1973,3.86003,2.0,0
12.0,12.185,3.6106,8.0,0
12.0,10.2474,6.55965,2.0,0
11.0,12.1607,272.547,3.0,0
12.0,10.5155,431.531,2.0,0
12.0,23.382,1469.73,1.0,0
12.0,16.3411,1066.2,4.0,0
12.0,0.0,634.116,6.0,0
8.0,10.2615,9.13874,3.0,0
12.0,10.0467,35.4605,2.0,0
12.0,13.7415,153.024,5.0,0
12.0,22.3188,1038.21,1.0,0
12.0,0.0,118.858,2.0,0
12.0,10.1058,261.181,6.0,0
12.0,16.6187,843.673,2.0,0
12.0,0.0,525.436,2.0,0
12.0,11.0835,293.116,1.0,0
12.0,18.8733,421.693,1.0,0
12.0,0.0,397.011,5.0,0
11.0,18.8842,1714.9,2.0,0
11.0,18.0333,1493.37,1.0,0
12.0,22.2491,1273.08,2.0,0
9.0,0.0,167.545,4.0,0
10.0,0.0,266.33,4.0,0
12.0,18.5324,387.273,2.0,0
12.0,22.6484,1354.6,4.0,0
10.0,14.2415,20.1716,2.0,0
7.0,10.0386,3.69356,2.0,0
7.0,10.0063,3.5485,2.0,0
12.0,10.1403,320.311,2.0,0
12.0,22.573,1802.2,1.0,0
12.0,11.9616,669.956,1.0,0
12.0,0.0,669.956,4.0,0
9.0,0.0,1314.37,4.0,0
12.0,16.1841,11.1647,2.0,0
11.0,19.6211,16.1074,4.0,0
8.0,14.0708,4.343,7.0,0
8.0,10.4411,2.89191,6.0,0
12.0,13.179,6.08393,7.0,0
12.0,13.189,5.09196,4.0,0
8.0,12.1802,6.4001,7.0,0
9.0,13.087,6.42284,1.0,0
12.0,10.6813,6.28675,3.0,0
8.0,11.079,6.95136,5.0,0
12.0,12.4533,13.0873,4.0,0
12.0,20.5329,37.4881,2.0,0
9.0,10.0081,73.9085,4.0,0
9.0,11.6011,1714.9,4.0,0
12.0,10.763,1900.68,4.0,0
11.0,11.9529,1401.02,2.0,0
8.0,10.1854,1745.59,2.0,0
8.0,0.0,1745.59,3.0,0
11.0,10.3259,661.69,1.0,0
11.0,14.0398,1498.68,1.0,0
11.0,11.4293,1640.54,1.0,0
11.0,0.0,1498.68,1.0,0
12.0,10.6301,457.545,2.0,0
8.0,10.0436,465.734,2.0,0
12.0,11.4781,640.9,2.0,0
12.0,12.5606,1154.77,3.0,0
12.0,10.9193,1597.48,1.0,0
12.0,12.0862,1555.54,2.0,0
12.0,0.0,1597.48,1.0,0
12.0,11.8779,719.209,2.0,0
10.0,12.6568,1165.06,1.0,0
12.0,12.7801,1222.2,2.0,0
12.0,0.0,1198.59,2.0,0
12.0,11.7144,1965.81,1.0,0
12.0,0.0,1965.81,2.0,0
12.0,10.0095,881.919,1.0,0
12.0,12.4047,1286.69,1.0,0
10.0,11.4998,1488.09,1.0,0
7.0,10.0959,1403.5,2.0,0
12.0,11.3411,1413.49,2.0,0
12.0,10.6593,3.4246,23.0,0
12.0,10.3424,23.8371,21.0,0
11.0,10.0503,68.0515,20.0,0
12.0,11.4154,1138.5,1.0,0
12.0,76.8337,1572.18,10.0,0
7.0,0.0,1241.86,1.0,0
3.0,11.8319,1555.54,10.0,0
3.0,11.5835,1620.3,12.0,0
3.0,10.492,1634.73,14.0,0
3.0,10.1503,1666.93,17.0,0
2.0,10.1729,1699.77,17.0,0
3.0,12.5666,1705.81,17.0,0
3.0,12.1151,1708.83,18.0,0
2.0,10.2115,1721.0,17.0,0
3.0,12.1952,1742.49,19.0,0
3.0,11.246,1751.79,21.0,0
3.0,10.28,1754.9,21.0,0
3.0,10.1204,1818.25,27.0,0
3.0,10.0143,1821.48,27.0,0
3.0,12.0344,1821.48,27.0,0
3.0,10.1352,1824.71,27.0,0
1.0,10.0293,1880.56,24.0,0
3.0,11.9384,1890.59,25.0,0
2.0,11.3242,1900.68,24.0,0
2.0,10.6303,1921.01,23.0,0
3.0,10.129,1921.01,22.0,0
3.0,10.0836,1924.42,21.0,0
3.0,10.7061,1945.0,21.0,0
4.0,16.0545,1965.81,21.0,0
3.0,12.5297,1969.3,21.0,0
4.0,13.9226,1969.3,21.0,0
4.0,13.8942,1976.29,21.0,0
4.0,10.2441,1993.89,17.0,0
3.0,10.0259,2000.98,17.0,0
12.0,62.0751,1910.82,9.0,0
8.0,0.0,1408.49,1.0,0
12.0,16.9784,1675.82,1.0,0
4.0,13.4827,1850.79,9.0,0
3.0,10.5348,1873.9,9.0,0
3.0,10.0044,1877.23,9.0,0
3.0,10.8143,1890.59,9.0,0
7.0,10.0302,1951.91,1.0,0
2.0,10.2475,1962.32,9.0,0
3.0,12.2658,1979.8,9.0,0
3.0,12.5557,1986.84,9.0,0
12.0,44.1309,1398.53,47.0,0
7.0,0.0,435.375,1.0,0
4.0,10.0484,855.727,28.0,0
3.0,10.306,861.819,29.0,0
5.0,13.1277,1077.6,17.0,0
3.0,10.0428,1091.06,54.0,0
3.0,10.3115,1102.74,19.0,0
3.0,11.0066,1154.77,57.0,0
4.0,10.9508,1156.82,22.0,0
3.0,11.231,1158.87,57.0,0
3.0,10.6915,1160.93,60.0,0
6.0,16.1644,1162.99,22.0,0
4.0,10.1144,1167.12,60.0,0
6.0,16.0074,1167.12,22.0,0
3.0,10.5821,1169.19,60.0,0
3.0,10.2241,1173.35,60.0,0
3.0,10.1065,1188.0,54.0,0
3.0,10.3067,1188.0,57.0,0
3.0,10.0147,1207.12,22.0,0
4.0,12.7197,1217.87,22.0,0
6.0,14.2485,1226.54,22.0,0
5.0,11.145,1226.54,22.0,0
5.0,12.3792,1248.48,23.0,0
3.0,10.392,1255.14,46.0,0
3.0,11.7817,1257.37,45.0,0
3.0,10.0061,1264.08,43.0,0
4.0,11.7184,1270.82,23.0,0
3.0,10.1713,1284.41,24.0,0
3.0,11.1122,1288.98,40.0,0
3.0,10.3239,1295.85,24.0,0
4.0,11.5251,1295.85,24.0,0
3.0,11.7719,1305.08,40.0,0
3.0,10.2851,1312.04,41.0,0
3.0,10.2265,1319.04,24.0,0
3.0,10.2777,1319.04,24.0,0
3.0,10.3267,1326.08,37.0,0
3.0,11.7623,1326.08,43.0,0
3.0,11.4736,1373.95,37.0,0
6.0,12.8192,1345.02,28.0,0
3.0,10.7773,1347.41,37.0,0
3.0,10.0709,1373.95,43.0,0
5.0,14.5402,1373.95,37.0,0
4.0,10.1456,1376.39,47.0,0
3.0,10.0957,1378.83,47.0,0
3.0,10.2822,1381.28,47.0,0
3.0,10.2556,1383.73,46.0,0
3.0,10.3576,1383.73,36.0,0
3.0,10.0468,1386.19,50.0,0
3.0,10.3241,1391.11,38.0,0
3.0,11.1778,1403.5,57.0,0
12.0,56.1235,1751.79,113.0,0
3.0,11.2156,1428.61,59.0,0
3.0,10.1942,1446.46,63.0,0
12.0,63.4143,1566.62,2.0,0
2.0,10.3082,1461.93,65.0,0
2.0,10.2249,1464.52,70.0,0
3.0,10.1492,1490.73,44.0,0
2.0,11.6498,1550.04,86.0,0
3.0,10.0886,1501.34,86.0,0
3.0,10.0533,1504.0,89.0,0
3.0,14.3403,1572.18,94.0,0
2.0,10.4325,1514.71,84.0,0
2.0,10.1829,1514.71,83.0,0
2.0,10.3319,1517.4,83.0,0
6.0,15.3943,1993.89,41.0,0
2.0,10.7214,1528.2,89.0,0
3.0,13.4224,1530.91,86.0,0
3.0,10.0236,1530.91,101.0,0
2.0,10.5247,1533.63,88.0,0
3.0,14.2932,1533.63,84.0,0
3.0,10.0333,1536.35,105.0,0
6.0,10.0017,1539.08,106.0,0
3.0,10.1604,1541.81,106.0,0
2.0,10.0496,1544.55,105.0,0
2.0,10.1715,1544.55,99.0,0
4.0,10.4338,1544.55,102.0,0
2.0,10.0846,1547.29,105.0,0
4.0,15.2848,1547.29,87.0,0
2.0,10.5479,1552.79,93.0,0
2.0,10.1901,1555.54,103.0,0
2.0,11.8559,1555.54,103.0,0
1.0,10.5286,1558.3,103.0,0
2.0,11.0965,1558.3,103.0,0
3.0,10.1354,1558.3,103.0,0
1.0,10.4487,1561.07,103.0,0
1.0,10.5724,1561.07,43.0,0
2.0,11.6424,1561.07,103.0,0
3.0,12.6074,1561.07,105.0,0
2.0,10.7797,1563.84,104.0,0
2.0,12.5224,1563.84,106.0,0
3.0,10.259,1566.62,107.0,0
3.0,10.1004,1569.4,109.0,0
2.0,10.0069,1572.18,103.0,0
4.0,10.0271,1574.97,113.0,0
3.0,10.2482,1577.77,112.0,0
3.0,10.1033,1586.18,114.0,0
5.0,18.1816,1628.94,51.0,0
4.0,10.1517,1591.82,109.0,0
7.0,25.3775,1773.67,115.0,0
3.0,12.9711,1600.31,51.0,0
3.0,12.4182,1608.85,51.0,0
4.0,10.0818,1608.85,122.0,0
4.0,14.8842,1623.18,51.0,0
5.0,16.6049,1623.18,49.0,0
4.0,14.5259,1617.43,124.0,0
3.0,12.2381,1620.3,50.0,0
4.0,12.6795,1620.3,122.0,0
3.0,10.072,1623.18,122.0,0
3.0,10.5891,1626.06,51.0,0
3.0,14.6324,1640.54,51.0,0
4.0,10.0772,1626.06,122.0,0
5.0,16.7958,1626.06,50.0,0
3.0,10.1979,1631.83,49.0,0
4.0,13.9895,1631.83,52.0,0
6.0,18.5302,1649.29,121.0,0
2.0,12.0565,1634.73,122.0,0
1.0,10.5639,1634.73,116.0,0
3.0,11.5773,1634.73,120.0,0
2.0,10.1175,1637.63,122.0,0
2.0,14.5768,1637.63,121.0,0
3.0,13.0622,1637.63,122.0,0
4.0,14.3999,1637.63,121.0,0
1.0,10.0076,1640.54,121.0,0
2.0,10.3428,1640.54,124.0,0
2.0,13.9376,1640.54,52.0,0
2.0,13.2072,1640.54,49.0,0
1.0,10.1938,1643.45,50.0,0
2.0,10.0199,1643.45,124.0,0
2.0,11.4084,1643.45,50.0,0
1.0,10.441,1646.37,123.0,0
2.0,10.119,1646.37,126.0,0
2.0,11.5262,1646.37,120.0,0
1.0,10.2881,1649.29,123.0,0
2.0,10.5402,1649.29,127.0,0
3.0,15.3856,1649.29,119.0,0
4.0,14.0123,1675.82,128.0,0
4.0,16.5715,1649.29,51.0,0
1.0,10.0224,1652.22,49.0,0
2.0,12.2794,1652.22,51.0,0
2.0,10.3927,1652.22,127.0,0
1.0,10.0905,1655.15,52.0,0
2.0,11.4783,1655.15,51.0,0
3.0,10.1426,1658.09,126.0,0
3.0,12.8317,1675.82,128.0,0
4.0,10.0738,1663.98,128.0,0
12.0,13.5435,1666.93,124.0,0
3.0,11.2324,1669.89,127.0,0
4.0,14.6297,1672.85,124.0,0
2.0,10.0357,1678.8,126.0,0
4.0,14.2926,1678.8,122.0,0
2.0,10.0139,1681.78,121.0,0
5.0,17.6025,1699.77,122.0,0
4.0,13.4536,1742.49,122.0,0
2.0,12.118,1687.75,122.0,0
1.0,10.0659,1690.75,124.0,0
1.0,10.0174,1693.75,122.0,0
1.0,10.3564,1693.75,123.0,0
2.0,10.2749,1693.75,122.0,0
2.0,14.1169,1693.75,121.0,0
4.0,10.2164,1693.75,124.0,0
4.0,18.1474,1702.78,121.0,0
1.0,10.2735,1696.75,122.0,0
2.0,10.0094,1696.75,123.0,0
3.0,15.7673,1696.75,52.0,0
1.0,10.1283,1699.77,121.0,0
3.0,14.6213,1699.77,122.0,0
2.0,10.0385,1699.77,123.0,0
2.0,13.9366,1699.77,54.0,0
2.0,14.1697,1699.77,53.0,0
2.0,13.3126,1702.78,122.0,0
2.0,10.4742,1702.78,124.0,0
1.0,10.0131,1705.81,126.0,0
4.0,14.2056,1717.95,123.0,0
3.0,10.916,1705.81,52.0,0
2.0,10.4444,1708.83,122.0,0
3.0,12.5389,1708.83,127.0,0
2.0,10.0538,1711.87,124.0,0
2.0,10.5798,1721.0,124.0,0
3.0,13.0591,1721.0,121.0,0
1.0,10.431,1724.05,120.0,0
3.0,11.7637,1724.05,54.0,0
3.0,11.6388,1727.11,121.0,0
4.0,10.0107,1736.32,115.0,0
2.0,10.2869,1739.41,117.0,0
3.0,10.2732,1742.49,117.0,0
2.0,11.0029,1745.59,115.0,0
2.0,10.0575,1748.68,114.0,0
3.0,10.1969,1748.68,113.0,0
4.0,13.763,1748.68,55.0,0
2.0,10.0918,1751.79,112.0,0
3.0,12.9773,1751.79,115.0,0
1.0,10.0331,1754.9,114.0,0
2.0,10.0695,1754.9,112.0,0
2.0,12.1657,1754.9,55.0,0
2.0,10.1591,1758.01,111.0,0
2.0,13.4723,1758.01,55.0,0
2.0,10.0842,1770.53,111.0,0
3.0,10.2054,1770.53,117.0,0
1.0,10.2395,1773.67,115.0,0
2.0,12.1706,1773.67,115.0,0
3.0,11.7768,1792.64,115.0,0
1.0,11.0343,1776.82,117.0,0
2.0,10.2616,1783.13,113.0,0
4.0,12.7525,1783.13,114.0,0
4.0,13.9358,1786.3,113.0,0
2.0,10.5716,1792.64,115.0,0
3.0,10.1079,1805.4,104.0,0
2.0,10.3476,1808.61,102.0,0
3.0,10.0452,1808.61,102.0,0
2.0,10.1383,1815.03,99.0,0
3.0,10.033,1815.03,97.0,0
1.0,10.0213,1818.25,117.0,0
4.0,15.7977,1863.96,96.0,0
2.0,10.2875,1824.71,99.0,0
3.0,11.5209,1827.95,56.0,0
4.0,13.5774,1827.95,57.0,0
4.0,12.5133,1834.45,57.0,0
3.0,10.4906,1837.7,57.0,0
3.0,11.1106,1844.23,60.0,0
4.0,14.7233,1847.51,90.0,0
4.0,10.0294,1850.79,83.0,0
4.0,14.3718,1854.07,95.0,0
4.0,14.415,1857.36,85.0,0
2.0,10.7962,1870.58,96.0,0
2.0,10.3839,1867.27,79.0,0
3.0,10.2241,1867.27,76.0,0
3.0,12.9931,1867.27,92.0,0
3.0,12.8959,1873.9,93.0,0
4.0,12.5194,1877.23,60.0,0
2.0,10.9339,1880.56,79.0,0
3.0,14.0835,1887.24,74.0,0
4.0,11.8321,1887.24,59.0,0
4.0,11.9263,1890.59,51.0,0
2.0,11.115,1893.95,73.0,0
3.0,10.2519,1893.95,69.0,0
2.0,10.0558,1897.31,73.0,0
2.0,11.0413,1900.68,71.0,0
3.0,12.3898,1900.68,79.0,0
2.0,10.0586,1904.05,67.0,0
3.0,10.7094,1951.91,65.0,0
2.0,11.7032,1907.43,49.0,0
3.0,13.3361,1910.82,67.0,0
3.0,11.4249,1910.82,53.0,0
2.0,11.8425,1914.21,70.0,0
3.0,12.3586,1917.6,48.0,0
2.0,11.3668,1921.01,65.0,0
3.0,13.5983,1921.01,65.0,0
2.0,10.0801,1927.83,53.0,0
2.0,10.0338,1931.25,53.0,0
4.0,12.8886,1934.68,48.0,0
4.0,10.1196,1934.68,51.0,0
3.0,10.5734,1941.56,53.0,0
2.0,11.0417,1945.0,53.0,0
5.0,15.1739,1972.79,47.0,0
2.0,10.0239,1979.8,46.0,0
2.0,10.9079,1979.8,48.0,0
3.0,12.612,1979.8,47.0,0
4.0,15.5799,1979.8,44.0,0
3.0,11.5265,1983.31,52.0,0
2.0,10.024,1986.84,41.0,0
2.0,11.2101,1986.84,52.0,0
4.0,14.5416,1993.89,39.0,0
3.0,10.3307,1997.43,47.0,0
4.0,11.5235,2000.98,39.0,0
4.0,10.3788,2000.98,39.0,0
10.0,32.9509,7.27865,5.0,0
5.0,15.1354,8.46073,7.0,0
3.0,10.0237,3.03469,3.0,0
3.0,11.2748,6.97459,7.0,0
5.0,12.28,11.8736,7.0,0
9.0,21.4905,13.4244,7.0,0
2.0,10.1862,14.2098,7.0,0
10.0,10.6455,30.8769,3.0,0
11.0,12.9711,221.827,3.0,0
8.0,0.0,199.054,3.0,0
9.0,10.7074,278.413,11.0,0
8.0,11.2853,415.015,2.0,0
8.0,0.0,415.015,3.0,0
12.0,16.4741,594.894,3.0,0
9.0,78.8971,735.984,14.0,0
5.0,11.0499,671.145,14.0,0
4.0,10.2027,688.018,14.0,0
3.0,11.3572,706.566,14.0,0
2.0,10.0611,710.336,14.0,0
2.0,10.2968,741.223,14.0,0
3.0,10.0672,745.177,14.0,0
3.0,10.0943,749.153,14.0,0
4.0,11.7766,755.825,13.0,0
4.0,10.6923,758.511,13.0,0
4.0,10.0951,763.911,14.0,0
5.0,10.0217,781.727,14.0,0
12.0,13.2363,864.882,4.0,0
10.0,15.9812,1948.45,7.0,0
12.0,13.4515,1094.94,1.0,0
10.0,17.4311,1474.95,1.0,0
12.0,15.0722,1827.95,3.0,0
10.0,10.187,5.94958,3.0,0
9.0,10.1261,204.065,8.0,0
12.0,12.0091,340.229,2.0,0
12.0,0.0,339.626,4.0,0
11.0,10.7214,536.739,2.0,0
11.0,15.6013,1250.7,6.0,0
8.0,0.0,773.453,4.0,0
11.0,18.9246,1897.31,2.0,0
10.0,11.8593,1098.83,5.0,0
10.0,13.9838,1764.26,1.0,0
10.0,17.8165,1608.85,2.0,0
10.0,17.1607,1887.24,2.0,0
11.0,12.9754,1643.45,5.0,0
12.0,11.5157,89.5085,3.0,0
12.0,13.6335,350.025,1.0,0
11.0,12.9607,1066.2,2.0,0
12.0,13.1374,301.023,2.0,0
9.0,11.3221,304.245,4.0,0
11.0,14.0285,755.825,3.0,0
9.0,11.0872,412.812,3.0,0
12.0,21.6125,674.725,2.0,0
8.0,10.0819,586.513,3.0,0
11.0,23.8329,1931.25,2.0,0
8.0,11.7691,683.154,4.0,0
12.0,18.1225,1104.69,1.0,0
12.0,25.7108,1658.09,3.0,0
8.0,10.384,1226.54,3.0,0
10.0,18.854,1887.24,2.0,0
12.0,13.4883,1628.94,4.0,0
11.0,26.9489,1931.25,1.0,0
2.0,12.5197,729.486,14.0,1
12.0,10.8179,19.8874,4.0,0
7.0,16.1052,56.5263,1.0,0
8.0,0.0,54.0274,4.0,0
5.0,10.1256,56.6286,1.0,0
5.0,14.3291,56.5263,1.0,0
7.0,10.0987,56.5263,3.0,0
11.0,172.759,1010.96,8.0,0
8.0,0.0,941.728,4.0,0
4.0,11.9902,1000.26,8.0,0
4.0,13.1173,1005.59,8.0,0
2.0,10.0543,1043.75,8.0,0
2.0,11.1595,1043.75,8.0,0
3.0,10.0486,1051.18,8.0,0
4.0,10.1317,1060.54,8.0,0
6.0,16.5069,56.2207,1.0,0
8.0,0.0,54.8153,2.0,0
8.0,11.4173,56.5263,1.0,0
6.0,10.0475,56.0178,1.0,0
5.0,10.0436,56.5263,2.0,0
7.0,10.1142,56.6286,3.0,0
7.0,15.1216,56.6286,2.0,0
7.0,0.0,55.3133,2.0,0
7.0,12.0103,57.8694,2.0,0
7.0,10.0625,55.7148,1.0,0
6.0,12.6803,56.3224,1.0,0
12.0,0.0,23.5126,4.0,0
6.0,16.9538,56.5263,2.0,0
8.0,0.0,54.3216,4.0,0
6.0,10.0705,55.4134,4.0,0
6.0,10.0916,55.8157,5.0,0
5.0,13.8429,56.3224,3.0,0
4.0,10.6872,56.731,2.0,0
5.0,11.997,56.9364,2.0,0
12.0,10.7592,383.172,3.0,0
12.0,10.9565,587.554,4.0,0
12.0,18.1419,7.51516,5.0,0
12.0,10.9678,26.929,5.0,0
7.0,13.4867,57.3492,2.0,0
7.0,14.6932,56.2207,2.0,0
6.0,16.4473,56.6286,1.0,0
8.0,0.0,54.5185,2.0,0
8.0,10.0225,56.1192,6.0,0
6.0,10.0104,56.2207,5.0,0
6.0,11.3007,57.6608,1.0,0
12.0,10.6886,6.4001,4.0,0
6.0,17.1739,56.5263,1.0,0
8.0,0.0,54.42,2.0,0
7.0,15.6103,56.6286,2.0,0
7.0,14.0782,55.9167,2.0,0
7.0,10.0182,57.6608,1.0,0
4.0,10.6554,56.2207,3.0,0
6.0,13.8332,56.9364,2.0,0
7.0,0.0,55.2133,2.0,0
7.0,12.7088,55.9167,1.0,0
5.0,13.9769,56.5263,2.0,0
7.0,13.8816,57.1424,2.0,0
8.0,10.0462,56.6286,1.0,0
6.0,17.9836,56.3224,4.0,0
8.0,0.0,54.0274,3.0,0
6.0,17.7412,56.4243,2.0,0
7.0,10.0672,54.8153,1.0,0
8.0,10.0157,56.6286,3.0,0
8.0,10.0103,55.4134,1.0,0
4.0,10.0142,56.2207,3.0,0
8.0,10.0389,56.9364,3.0,0
8.0,10.0227,57.3492,1.0,0
9.0,10.1644,58.8172,3.0,0
7.0,17.6127,56.5263,2.0,0
6.0,11.2781,56.3224,1.0,0
7.0,15.8245,56.4243,3.0,0
6.0,16.4041,56.5263,2.0,0
6.0,11.6307,57.6608,2.0,0
4.0,10.2433,56.731,2.0,0
6.0,11.436,57.4529,3.0,0
12.0,18.7587,4.19529,6.0,0
12.0,10.7131,21.0429,6.0,0
7.0,12.9682,56.3224,2.0,0
6.0,13.7733,56.4243,5.0,0
8.0,0.0,54.2234,1.0,0
5.0,10.8181,56.731,1.0,0
8.0,10.3971,57.0393,1.0,0
5.0,11.4723,56.4243,3.0,0
7.0,11.3829,57.765,1.0,0
12.0,11.4889,65.0608,5.0,0
12.0,10.883,136.318,5.0,0
12.0,11.7018,4.11117,3.0,0
12.0,12.3093,13.798,3.0,0
11.0,10.7979,23.6975,3.0,0
12.0,11.1976,40.7303,3.0,0
12.0,0.0,40.7303,2.0,0
7.0,16.0234,56.2207,1.0,0
6.0,16.8534,56.3224,2.0,0
12.0,13.4724,91.6116,3.0,0
6.0,10.0634,56.1192,2.0,0
5.0,11.3581,57.0393,3.0,0
7.0,16.4548,56.5263,3.0,0
8.0,0.0,53.9297,1.0,0
7.0,12.203,55.1136,1.0,0
7.0,14.8986,56.1192,5.0,0
4.0,10.0672,56.5263,1.0,0
4.0,10.1098,56.3224,3.0,0
4.0,10.0799,56.4243,3.0,0
4.0,10.3551,56.5263,4.0,0
5.0,10.2845,56.8336,1.0,0
6.0,16.2821,56.731,2.0,0
6.0,10.2154,55.1136,1.0,0
7.0,0.0,55.1136,5.0,0
7.0,13.4169,56.5263,2.0,0
5.0,11.0823,55.9167,1.0,0
7.0,12.8542,57.4529,2.0,0
4.0,10.7695,56.5263,3.0,0
5.0,10.1506,56.4243,2.0,0
7.0,10.0524,57.1424,1.0,0
7.0,10.0375,57.4529,4.0,0
8.0,12.7632,57.1424,1.0,0
6.0,20.6715,56.4243,1.0,0
8.0,0.0,54.3216,1.0,0
7.0,10.064,55.1136,3.0,0
8.0,10.0152,55.6142,1.0,0
5.0,10.0329,56.4243,3.0,0
6.0,10.0042,57.765,1.0,0
7.0,10.0344,58.0787,3.0,0
8.0,10.0844,59.2432,1.0,0
7.0,16.0296,55.9167,1.0,0
7.0,10.0048,57.6608,1.0,0
5.0,12.6408,56.2207,2.0,0
7.0,10.0593,55.7148,1.0,0
6.0,14.6304,56.8336,1.0,0
6.0,15.53,56.3224,1.0,0
7.0,10.0161,58.2888,2.0,0
12.0,40.8106,9.13874,1.0,0
12.0,10.6846,7.80208,6.0,0
6.0,11.667,55.7148,1.0,0
8.0,0.0,54.42,2.0,0
5.0,15.2201,56.5263,3.0,0
8.0,10.2554,54.9145,3.0,0
8.0,11.0271,56.1192,3.0,0
6.0,15.4556,56.5263,3.0,0
5.0,10.1301,56.3224,2.0,0
4.0,10.2501,56.9364,3.0,0
7.0,10.0131,57.0393,2.0,0
12.0,0.0,64.7106,2.0,0
12.0,10.491,304.245,6.0,0
12.0,10.7035,86.5199,8.0,0
12.0,11.4717,2.26455,9.0,0
11.0,10.0333,25.9129,2.0,0
6.0,16.638,56.0178,5.0,0
8.0,0.0,54.7162,6.0,0
6.0,17.3448,56.3224,5.0,0
8.0,12.3667,55.8157,2.0,0
6.0,12.4562,56.3224,1.0,0
6.0,10.3144,56.6286,5.0,0
7.0,15.1809,56.731,5.0,0
8.0,11.0526,57.8694,3.0,0
12.0,12.2291,77.0189,2.0,0
12.0,13.6311,103.433,2.0,0
12.0,17.1877,187.056,5.0,0
12.0,12.2061,296.254,3.0,0
12.0,0.0,304.245,6.0,0
8.0,13.5706,56.4243,2.0,0
7.0,14.0881,56.9364,1.0,0
5.0,16.0188,56.4243,1.0,0
4.0,10.1522,56.4243,1.0,0
12.0,10.5952,7.3022,2.0,0
12.0,10.7052,17.9442,4.0,0
8.0,16.7531,56.6286,2.0,0
8.0,0.0,53.2504,1.0,0
7.0,21.0994,56.4243,3.0,0
5.0,11.1884,55.4134,1.0,0
6.0,10.0415,55.4134,1.0,0
5.0,10.0725,55.7148,2.0,0
4.0,10.1681,56.731,3.0,0
8.0,12.8843,56.9364,3.0,0
5.0,10.0599,57.6608,2.0,0
12.0,15.7202,8.53508,4.0,0
12.0,11.6732,16.1769,3.0,0
12.0,10.4755,32.1203,3.0,0
6.0,13.626,56.5263,4.0,0
7.0,0.0,55.4134,2.0,0
6.0,10.4298,55.6142,3.0,0
7.0,12.4804,56.6286,2.0,0
5.0,10.8126,56.1192,1.0,0
8.0,10.319,56.0178,3.0,0
5.0,11.9379,56.4243,4.0,0
7.0,11.5279,56.9364,2.0,0
12.0,10.3777,56.3224,4.0,0
