@relation data
@attribute Feature_0 numeric
@attribute Feature_1 numeric
@attribute Feature_2 numeric
@attribute Feature_3 numeric
@attribute class {0,1}
@data
12.0,10.852,5.57252,3.0,0
11.0,16.4828,946.752,4.0,0
10.0,10.5723,667.583,2.0,0
12.0,0.0,757.167,1.0,0
12.0,11.754,951.802,3.0,0
12.0,11.3783,1053.05,3.0,0
12.0,12.4739,1255.14,2.0,0
3.0,12.8005,2.12388,13.0,0
2.0,10.5118,4.44892,13.0,0
4.0,14.2636,12.1053,13.0,0
4.0,11.5854,12.8453,13.0,0
4.0,10.6067,15.6949,13.0,0
3.0,10.3565,38.5413,13.0,0
4.0,10.2281,38.9701,13.0,0
12.0,14.8193,502.646,13.0,0
12.0,11.4285,1268.57,4.0,0
12.0,0.0,5.50651,5.0,0
12.0,11.3879,257.499,2.0,0
12.0,12.0383,354.399,5.0,0
12.0,13.0351,595.95,5.0,0
12.0,10.786,1955.38,1.0,0
3.0,10.1294,2.52672,6.0,0
3.0,12.2523,4.96227,2.0,0
4.0,14.0794,6.55965,4.0,0
4.0,10.3526,9.99597,4.0,0
8.0,10.3291,12.3984,2.0,0
12.0,23.5246,820.07,2.0,0
7.0,0.0,309.692,2.0,0
2.0,10.3299,2.04364,8.0,0
2.0,10.2951,2.08375,8.0,0
2.0,10.3168,2.93266,8.0,0
2.0,10.2334,3.05512,8.0,0
12.0,12.9917,139.26,3.0,0
9.0,0.0,106.997,2.0,0
11.0,10.8842,48.2784,1.0,0
12.0,15.2925,118.225,1.0,0
12.0,16.2216,124.269,2.0,0
12.0,10.3604,600.193,2.0,0
12.0,10.949,700.329,2.0,0
11.0,26.5144,2.02359,5.0,0
9.0,12.5802,2.64815,3.0,0
7.0,10.2435,9.49843,3.0,0
6.0,11.6431,12.8152,5.0,0
7.0,10.1895,19.2493,5.0,0
12.0,10.7462,49.5231,4.0,0
8.0,0.0,302.094,3.0,0
12.0,10.2208,214.468,3.0,0
12.0,21.0036,404.835,8.0,0
12.0,45.2154,2.91228,8.0,0
2.0,10.0834,2.04364,8.0,0
12.0,14.6159,1485.45,8.0,0
10.0,13.5013,5.11363,4.0,0
4.0,10.2521,2.76988,4.0,0
3.0,10.1663,4.42771,10.0,0
3.0,10.258,4.68316,10.0,0
3.0,10.3297,4.89763,10.0,0
10.0,10.8467,166.062,9.0,0
12.0,10.8778,529.177,2.0,0
12.0,14.2227,673.53,3.0,0
12.0,10.202,1383.73,2.0,0
12.0,10.0401,1687.75,1.0,0
12.0,11.8431,2.72927,5.0,0
11.0,11.8159,5.50651,3.0,0
12.0,0.0,3.03469,3.0,0
6.0,11.8313,4.59778,3.0,0
7.0,0.0,5.59455,3.0,0
12.0,10.5388,20.7911,5.0,0
10.0,10.1104,1228.72,1.0,0
12.0,11.2573,678.325,6.0,0
11.0,11.34,39.7679,1.0,0
11.0,15.8228,9.65436,2.0,0
12.0,10.5742,3.7767,2.0,0
12.0,15.6304,228.219,2.0,0
12.0,0.0,190.747,2.0,0
12.0,11.6196,11.6443,1.0,0
12.0,0.0,11.6443,4.0,0
9.0,10.3123,12.0762,2.0,0
12.0,10.1668,379.788,1.0,0
12.0,11.2888,1319.04,1.0,0
12.0,30.7803,91.122,10.0,0
10.0,0.0,60.7579,1.0,0
12.0,12.6487,537.692,1.0,0
12.0,23.7469,323.165,10.0,0
12.0,10.719,40.5808,2.0,0
12.0,12.7411,172.99,3.0,0
12.0,0.0,34.2286,3.0,0
12.0,10.0935,507.123,1.0,0
9.0,120.532,770.715,4.0,1
4.0,10.0164,3.05625,1.0,0
4.0,10.6613,4.14093,4.0,0
4.0,10.1498,3.64466,6.0,0
3.0,10.0612,3.73765,6.0,0
3.0,10.2986,16.8412,2.0,0
6.0,10.6127,19.379,5.0,0
5.0,10.5142,21.1276,6.0,0
6.0,10.2862,29.4021,5.0,0
5.0,13.0486,2.99436,3.0,0
4.0,10.2469,4.07886,3.0,0
5.0,10.0201,3.67565,4.0,0
5.0,10.0767,4.01679,3.0,0
9.0,10.3977,6.13521,5.0,0
6.0,10.5144,18.0832,5.0,0
12.0,10.862,208.499,4.0,0
12.0,11.8236,1738.13,1.0,0
7.0,16.047,13.1809,3.0,0
6.0,18.2373,3.98576,2.0,0
3.0,10.1356,3.76866,3.0,0
5.0,10.0572,3.18005,2.0,0
3.0,10.1356,11.9682,2.0,0
5.0,0.0,26.0092,2.0,0
8.0,16.6845,4.76244,1.0,0
5.0,16.8445,4.04782,3.0,0
5.0,16.6607,4.07886,1.0,0
9.0,10.3606,2.31417,3.0,0
6.0,10.0685,17.0127,2.0,0
6.0,10.0044,20.9474,2.0,0
12.0,10.1164,154.123,2.0,0
12.0,10.523,204.581,2.0,0
3.0,11.9701,3.8927,3.0,0
5.0,13.9844,3.0253,2.0,0
4.0,11.543,4.38937,5.0,0
12.0,10.3472,41.2738,6.0,0
6.0,11.8169,3.61366,2.0,0
5.0,10.0119,3.42777,4.0,0
4.0,10.0714,4.07886,2.0,0
5.0,10.192,4.35831,1.0,0
5.0,11.3326,51.405,5.0,0
7.0,10.0613,37.8129,2.0,0
11.0,10.1633,196.071,5.0,0
12.0,10.5858,1397.24,3.0,0
5.0,10.3443,3.61366,1.0,0
5.0,10.2169,4.82467,2.0,0
7.0,12.4629,2.31417,3.0,0
5.0,13.6817,4.17198,2.0,0
9.0,12.4241,8.40251,1.0,0
7.0,10.0432,4.17198,1.0,0
12.0,10.0199,791.226,4.0,0
5.0,10.1517,4.60693,6.0,0
10.0,12.8337,6.51112,7.0,0
4.0,10.0234,4.17198,5.0,0
5.0,0.0,19.5203,4.0,0
4.0,10.7254,41.2259,7.0,0
11.0,10.954,179.091,4.0,0
6.0,18.3704,4.45152,4.0,0
2.0,10.4879,4.76244,2.0,0
9.0,11.2238,21.7071,3.0,0
11.0,10.1684,209.253,4.0,0
6.0,16.4063,4.10989,3.0,0
7.0,12.5378,2.22148,1.0,0
5.0,12.5463,2.40686,3.0,0
10.0,10.4324,2.49958,2.0,0
8.0,10.3157,2.25237,2.0,0
4.0,10.0146,2.53049,1.0,0
3.0,10.0001,2.90155,2.0,0
3.0,10.0672,3.64466,1.0,0
3.0,11.8774,3.95474,3.0,0
3.0,11.0555,3.61366,2.0,0
12.0,11.7506,6.47977,2.0,0
8.0,10.5486,6.63659,3.0,0
12.0,12.4004,890.046,3.0,0
6.0,12.5467,3.79966,5.0,0
6.0,13.1993,3.98576,1.0,0
5.0,10.0051,4.04782,5.0,0
6.0,10.023,8.78346,5.0,0
6.0,10.0407,2.19059,1.0,0
6.0,11.6183,4.20302,1.0,0
7.0,10.8004,6.29176,1.0,0
12.0,10.3405,58.2115,1.0,0
6.0,10.9093,4.01679,1.0,0
5.0,11.6479,4.23407,1.0,0
5.0,10.0403,4.76244,1.0,0
6.0,12.6023,3.92372,3.0,0
12.0,12.8172,4.20302,5.0,0
8.0,11.0222,2.06704,8.0,0
5.0,11.069,3.39679,5.0,0
5.0,11.9649,4.60693,4.0,0
3.0,10.1142,3.95474,5.0,0
6.0,10.029,4.54475,4.0,0
12.0,10.5964,11.6103,5.0,0
12.0,0.0,11.6103,5.0,0
4.0,0.0,15.8534,5.0,0
12.0,14.6218,65.0033,5.0,0
12.0,0.0,37.4488,5.0,0
12.0,10.0973,46.0847,7.0,0
12.0,12.0256,60.1649,5.0,0
12.0,0.0,59.1212,5.0,0
5.0,10.5539,81.7181,7.0,0
12.0,17.3945,143.907,3.0,0
7.0,0.0,95.0571,5.0,0
7.0,10.0051,127.696,5.0,0
12.0,16.7566,187.226,5.0,0
12.0,10.5775,6.91919,3.0,0
5.0,10.635,4.23407,4.0,0
12.0,10.0775,564.251,6.0,0
7.0,10.9448,3.76866,1.0,0
8.0,11.6849,7.32816,7.0,0
3.0,10.0247,3.95474,11.0,0
4.0,10.3791,4.66912,4.0,0
11.0,11.7498,23.0643,7.0,0
11.0,11.964,85.6697,9.0,0
12.0,0.0,75.8944,6.0,0
11.0,10.3141,97.3333,4.0,0
11.0,0.0,97.3333,6.0,0
7.0,0.0,106.134,6.0,0
6.0,10.1199,138.979,8.0,0
12.0,16.5087,205.693,8.0,0
7.0,0.0,197.495,6.0,0
7.0,10.0597,349.818,9.0,0
12.0,10.8977,349.818,8.0,0
10.0,10.021,7.2337,4.0,0
10.0,10.3399,27.5671,4.0,0
6.0,10.8381,38.9166,4.0,0
5.0,0.0,36.8163,1.0,0
5.0,10.4184,62.9951,4.0,0
5.0,12.336,3.98576,1.0,0
5.0,10.0233,3.76866,1.0,0
6.0,10.0509,3.76866,2.0,0
12.0,10.3132,5.60384,2.0,0
12.0,10.2132,242.367,1.0,0
12.0,11.3259,256.957,1.0,0
10.0,11.3052,2.37596,4.0,0
11.0,10.5045,35.4359,4.0,0
6.0,11.4855,116.728,4.0,0
6.0,12.4283,4.20302,1.0,0
9.0,11.2743,4.07886,5.0,0
5.0,11.311,2.71598,1.0,0
6.0,10.996,20.4808,5.0,0
6.0,10.2905,24.5597,5.0,0
8.0,11.8344,56.0703,5.0,0
6.0,0.0,67.8714,1.0,0
7.0,14.0242,3.92372,3.0,0
4.0,10.3891,4.32724,2.0,0
7.0,10.0058,4.57584,1.0,0
9.0,10.2906,172.704,5.0,0
12.0,10.4762,245.881,6.0,0
6.0,13.478,4.29618,5.0,0
11.0,15.9387,70.349,5.0,0
6.0,0.0,62.3576,6.0,0
11.0,0.0,71.5439,6.0,0
10.0,11.5472,331.223,1.0,0
10.0,0.0,331.223,6.0,0
8.0,13.6985,4.82467,3.0,0
6.0,13.5884,4.04782,5.0,0
6.0,14.2787,4.14093,2.0,0
12.0,11.4641,64.2201,5.0,0
8.0,10.1891,159.559,2.0,0
7.0,19.8098,2.31417,2.0,0
4.0,10.0838,8.52938,2.0,0
3.0,10.0612,3.24196,3.0,0
4.0,10.2056,3.48972,3.0,0
3.0,10.3159,3.61366,2.0,0
3.0,10.0917,3.70665,2.0,0
7.0,11.1501,4.51367,2.0,0
7.0,10.9907,6.60521,3.0,0
5.0,10.4103,14.4746,3.0,0
10.0,10.4495,99.2825,4.0,0
4.0,10.8805,3.11814,1.0,0
7.0,11.5335,3.76866,1.0,0
4.0,10.9664,3.0253,2.0,0
6.0,12.9362,3.95474,1.0,0
5.0,10.6905,11.8054,2.0,0
5.0,10.5957,20.5166,3.0,0
8.0,76.4833,808.34,3.0,1
12.0,13.6719,314.12,2.0,0
12.0,0.0,265.387,1.0,0
12.0,14.9473,437.698,1.0,0
11.0,13.629,1066.2,1.0,0
12.0,13.3754,545.376,2.0,0
11.0,14.536,1009.17,1.0,0
11.0,13.1343,1185.9,1.0,0
12.0,84.8674,1779.97,1.0,0
10.0,10.0033,1854.07,1.0,0
5.0,10.0065,1986.84,1.0,0
10.0,11.5153,2.54694,9.0,0
12.0,12.1152,8.53508,4.0,0
8.0,10.1243,17.2436,9.0,0
12.0,10.7854,60.5392,11.0,0
9.0,12.5401,98.0427,11.0,0
3.0,10.654,97.8679,11.0,0
12.0,12.7402,159.128,11.0,0
12.0,26.3517,591.737,11.0,0
2.0,10.1276,266.33,10.0,0
9.0,0.0,297.835,1.0,0
5.0,10.1713,343.26,10.0,0
10.0,11.0982,461.621,10.0,0
3.0,10.0676,527.303,10.0,0
10.0,19.0382,1316.7,5.0,0
12.0,23.5551,1259.6,10.0,0
12.0,10.3225,827.374,1.0,0
11.0,19.0635,46.7216,3.0,0
10.0,10.1041,399.13,2.0,0
11.0,10.7711,464.908,3.0,0
12.0,13.7929,733.378,3.0,0
12.0,14.2357,857.246,1.0,0
12.0,12.212,874.133,4.0,0
12.0,13.7688,896.108,1.0,0
12.0,12.2367,1032.7,4.0,0
12.0,10.1608,1160.93,2.0,0
12.0,10.9942,1194.34,1.0,0
11.0,11.3534,1646.37,1.0,0
11.0,12.3767,1640.54,2.0,0
10.0,10.1226,1708.83,2.0,0
11.0,10.4847,1854.07,1.0,0
12.0,14.6257,263.977,2.0,0
11.0,10.7403,290.527,3.0,0
11.0,0.0,290.527,4.0,0
12.0,10.8571,553.169,3.0,0
12.0,0.0,553.169,4.0,0
12.0,13.4519,857.246,2.0,0
12.0,0.0,857.246,4.0,0
12.0,13.068,1005.59,1.0,0
12.0,12.0731,1194.34,1.0,0
12.0,15.5953,1314.37,2.0,0
12.0,14.1581,1244.06,2.0,0
11.0,11.9522,1266.32,4.0,0
11.0,11.9769,1620.3,2.0,0
12.0,11.4099,1815.03,2.0,0
12.0,13.9617,582.366,1.0,0
10.0,10.1151,517.115,1.0,0
12.0,0.0,582.366,4.0,0
12.0,11.6023,842.178,1.0,0
12.0,13.2049,1043.75,4.0,0
10.0,12.5811,1335.52,2.0,0
12.0,10.8432,1506.67,1.0,0
12.0,12.6165,1850.79,2.0,0
12.0,11.0073,283.901,4.0,0
8.0,0.0,741.223,2.0,0
5.0,11.707,777.579,10.0,0
2.0,11.4807,807.084,10.0,0
2.0,10.3911,830.314,10.0,0
2.0,10.3485,831.787,10.0,0
3.0,10.2536,834.743,9.0,0
5.0,10.1102,851.187,9.0,0
5.0,10.1322,858.768,9.0,0
6.0,10.0465,863.349,9.0,0
12.0,10.5613,975.729,1.0,0
12.0,16.0985,1124.46,1.0,0
12.0,13.6869,1416.0,2.0,0
11.0,12.3704,1436.23,4.0,0
12.0,12.0261,1512.03,3.0,0
12.0,10.1967,1789.47,4.0,0
12.0,12.146,1831.2,6.0,0
12.0,10.9095,1941.56,2.0,0
10.0,10.4584,29.7326,2.0,0
12.0,10.8165,210.694,2.0,0
12.0,10.3796,480.844,1.0,0
12.0,10.8766,688.018,4.0,0
12.0,17.5497,1012.75,2.0,0
12.0,13.1742,1547.29,3.0,0
12.0,12.7741,1209.26,2.0,0
11.0,12.4901,1252.92,1.0,0
12.0,12.3689,1730.18,4.0,0
12.0,13.1965,1724.05,1.0,0
10.0,12.951,9.36931,2.0,0
12.0,11.0597,3.05512,8.0,0
12.0,16.9228,394.904,1.0,0
12.0,0.0,394.904,4.0,0
12.0,18.6721,1071.89,1.0,0
12.0,0.0,1019.96,4.0,0
12.0,12.3889,1883.9,1.0,0
12.0,12.1062,1152.72,1.0,0
12.0,12.1416,1506.67,2.0,0
11.0,12.3881,1298.15,1.0,0
11.0,12.2332,1887.24,8.0,0
12.0,14.8253,399.839,1.0,0
11.0,12.5273,386.586,1.0,0
10.0,0.0,375.767,8.0,0
11.0,13.8434,561.074,5.0,0
12.0,0.0,634.116,8.0,0
11.0,10.8007,652.368,2.0,0
11.0,13.1519,1239.66,1.0,0
11.0,14.8213,1423.56,10.0,0
11.0,12.7744,1361.82,5.0,0
11.0,13.1359,1403.5,1.0,0
11.0,12.1968,1696.75,1.0,0
12.0,15.1427,1705.81,2.0,0
12.0,12.4088,1880.56,2.0,0
12.0,49.4379,1093.0,3.0,0
8.0,0.0,51.4477,5.0,0
11.0,18.7229,274.001,1.0,0
10.0,10.0031,386.586,3.0,0
10.0,16.5042,26.366,3.0,0
12.0,11.9329,353.771,2.0,0
11.0,13.941,1498.68,4.0,0
12.0,15.9069,1386.19,1.0,0
12.0,0.0,1217.87,3.0,0
11.0,10.0349,1506.67,2.0,0
11.0,10.9781,1614.56,2.0,0
12.0,16.9329,1754.9,2.0,0
11.0,12.301,1890.59,2.0,0
12.0,10.3644,210.694,1.0,0
12.0,10.9782,259.333,2.0,0
12.0,11.7629,343.87,1.0,0
12.0,0.0,396.308,4.0,0
12.0,13.9971,418.712,2.0,0
12.0,10.4341,842.178,1.0,0
12.0,13.1663,742.539,1.0,0
12.0,0.0,721.765,4.0,0
12.0,10.0938,1010.96,1.0,0
12.0,10.7696,1094.94,1.0,0
12.0,15.2972,1795.82,3.0,0
12.0,0.0,1138.5,4.0,0
12.0,13.8237,1504.0,2.0,0
12.0,12.5812,1423.56,2.0,0
11.0,14.216,1623.18,1.0,0
11.0,10.4798,159.128,4.0,0
12.0,10.0994,299.425,4.0,0
12.0,11.2443,638.63,4.0,0
12.0,0.0,630.751,3.0,0
12.0,10.9123,874.133,1.0,0
12.0,10.2241,904.089,1.0,0
12.0,15.6433,1490.73,3.0,0
12.0,12.4345,1634.73,4.0,0
11.0,17.3292,1850.79,2.0,0
12.0,10.4209,1972.79,3.0,0
12.0,11.397,57.765,12.0,0
12.0,34.4858,1345.02,4.0,0
7.0,0.0,1241.86,1.0,0
11.0,15.6912,277.427,2.0,0
11.0,19.5978,232.307,4.0,0
11.0,0.0,140.254,4.0,0
12.0,38.6029,1897.31,4.0,0
8.0,0.0,549.259,4.0,0
11.0,16.6826,1085.28,4.0,0
10.0,10.617,14.957,2.0,0
12.0,10.013,73.2487,2.0,0
12.0,12.8455,224.203,1.0,0
12.0,10.4043,277.427,2.0,0
10.0,10.0647,25.1235,4.0,0
9.0,10.1357,37.6269,4.0,0
8.0,12.0889,260.255,4.0,0
12.0,19.8571,98.9214,7.0,0
6.0,0.0,68.2965,1.0,0
5.0,12.5094,137.781,7.0,0
4.0,10.0256,128.315,7.0,0
4.0,10.2019,137.536,7.0,0
5.0,10.1022,137.781,7.0,0
4.0,10.4064,137.292,7.0,0
5.0,10.0027,148.732,7.0,0
12.0,10.8838,1467.12,4.0,0
10.0,12.3725,5.59455,4.0,0
9.0,11.3447,7.56274,7.0,0
11.0,10.5003,24.9778,7.0,0
5.0,10.9686,60.6485,7.0,0
5.0,0.0,60.6485,4.0,0
5.0,12.54,71.0484,7.0,0
4.0,10.0608,65.1779,7.0,0
4.0,10.2639,75.2454,7.0,0
5.0,11.0863,76.7434,7.0,0
11.0,14.6551,638.63,4.0,0
12.0,10.5281,53.0578,4.0,0
5.0,10.8758,115.725,7.0,0
5.0,0.0,115.725,2.0,0
12.0,10.6306,116.345,7.0,0
4.0,10.3911,117.177,7.0,0
7.0,10.2882,163.427,4.0,0
7.0,10.1242,208.831,4.0,0
12.0,16.6033,1541.81,7.0,0
6.0,0.0,1498.68,2.0,0
3.0,10.0723,23.6975,23.0,0
3.0,10.4879,28.517,23.0,0
4.0,0.0,28.4087,7.0,0
12.0,14.8725,46.7216,23.0,0
3.0,10.1537,46.4668,23.0,0
2.0,10.7641,47.5805,23.0,0
2.0,0.0,47.5805,7.0,0
2.0,10.2074,48.5426,23.0,0
2.0,10.1091,48.5426,23.0,0
2.0,10.5041,49.6132,23.0,0
3.0,10.7532,48.897,23.0,0
2.0,10.067,49.2538,23.0,0
3.0,10.5162,49.5231,23.0,0
2.0,10.0687,49.6132,23.0,0
2.0,10.2654,49.7938,23.0,0
2.0,10.3268,49.7938,23.0,0
3.0,10.0619,53.4436,23.0,0
3.0,11.4195,50.5225,23.0,0
3.0,11.3676,50.7063,23.0,0
3.0,11.2956,51.8223,23.0,0
3.0,10.2439,51.8223,23.0,0
3.0,10.2035,53.4436,23.0,0
2.0,10.6478,54.9145,23.0,0
2.0,10.0258,54.5185,23.0,0
2.0,10.5696,58.6052,23.0,0
6.0,13.0511,1890.59,1.0,0
5.0,0.0,1805.4,7.0,0
10.0,132.474,824.444,10.0,1
12.0,10.4636,662.864,1.0,0
12.0,10.4635,106.048,2.0,0
6.0,10.3726,4.15321,4.0,0
12.0,10.6336,2.30481,3.0,0
12.0,15.5596,4.09018,4.0,0
12.0,14.3457,42.4085,4.0,0
12.0,11.1909,58.3941,3.0,0
12.0,0.0,57.1424,1.0,0
12.0,14.1175,148.997,4.0,0
12.0,11.062,504.432,4.0,0
12.0,14.0298,431.531,1.0,0
12.0,10.3305,485.988,3.0,0
12.0,13.5025,2.60765,1.0,0
9.0,0.0,527.303,1.0,0
12.0,13.0941,2.8512,4.0,0
12.0,15.0249,136.318,4.0,0
12.0,0.0,147.678,1.0,0
12.0,12.4266,204.065,3.0,0
5.0,0.0,5.00544,4.0,0
12.0,11.7638,271.099,2.0,0
12.0,10.5044,1167.12,1.0,0
12.0,10.4675,2.66842,2.0,0
12.0,12.2877,267.277,2.0,0
12.0,10.5779,1786.3,2.0,0
11.0,11.0072,2.91228,1.0,0
10.0,10.9434,128.773,2.0,0
12.0,10.6291,292.597,1.0,0
12.0,10.8803,405.553,2.0,0
5.0,0.0,4.89763,3.0,0
12.0,10.6602,5.46259,1.0,0
12.0,11.4857,188.725,1.0,0
12.0,15.4379,35.9911,2.0,0
12.0,0.0,15.9691,3.0,0
12.0,10.6719,121.642,2.0,0
12.0,11.7084,587.554,1.0,0
12.0,0.0,535.788,3.0,0
12.0,10.0313,4.21635,1.0,0
12.0,13.6744,105.106,5.0,0
11.0,11.6503,235.629,5.0,0
11.0,10.7923,347.55,5.0,0
12.0,10.3551,8.28817,5.0,0
12.0,10.3565,20.8329,2.0,0
12.0,10.5956,47.6672,2.0,0
12.0,10.7906,147.154,3.0,0
7.0,0.0,19.8874,3.0,0
12.0,10.066,2.30481,2.0,0
12.0,10.754,233.547,2.0,0
12.0,10.1737,342.045,1.0,0
12.0,11.2864,51.8223,2.0,0
12.0,13.1998,1010.96,2.0,0
12.0,10.1234,163.718,2.0,0
12.0,10.3209,7.68211,1.0,0
12.0,10.3432,3.03469,1.0,0
12.0,10.1026,16.1421,2.0,0
12.0,10.0695,28.0323,2.0,0
12.0,11.8661,705.314,2.0,0
9.0,125.845,593.84,1.0,1
12.0,10.5855,2.97344,4.0,0
12.0,11.2948,43.7493,1.0,0
12.0,0.0,43.7493,5.0,0
12.0,26.3985,452.702,10.0,0
7.0,0.0,160.548,5.0,0
12.0,13.2047,561.074,2.0,0
12.0,12.51,1241.86,4.0,0
12.0,28.2416,281.394,9.0,0
9.0,17.0886,6.95136,9.0,0
8.0,14.2469,3.4865,2.0,0
6.0,10.8561,15.9691,22.0,0
12.0,13.0493,34.1012,22.0,0
8.0,10.0309,50.6143,22.0,0
12.0,17.6558,138.026,23.0,0
7.0,11.1551,189.061,15.0,0
8.0,10.6386,302.63,3.0,0
12.0,13.2457,443.167,1.0,0
12.0,10.0621,1081.43,9.0,0
9.0,29.4162,3.63133,3.0,0
9.0,10.0,7.09109,4.0,0
8.0,10.022,20.9587,4.0,0
12.0,15.3461,96.8254,3.0,0
11.0,12.7563,138.765,2.0,0
12.0,10.2139,35.0672,1.0,0
12.0,11.1436,36.5967,1.0,0
12.0,10.1214,243.28,1.0,0
12.0,10.6863,16.0382,3.0,0
12.0,10.0043,28.5713,2.0,0
12.0,13.0698,889.774,1.0,0
8.0,10.1182,16.0036,6.0,0
10.0,11.3068,103.065,2.0,0
11.0,10.8531,1337.89,3.0,0
11.0,12.015,6.69721,2.0,0
9.0,12.9448,2.06369,2.0,0
6.0,10.7423,5.07031,7.0,0
6.0,10.0873,6.17388,7.0,0
12.0,11.7563,324.314,2.0,0
12.0,12.9015,624.074,1.0,0
12.0,10.652,827.374,1.0,0
12.0,0.0,827.374,2.0,0
12.0,0.0,433.065,2.0,0
2.0,10.1091,574.162,14.0,0
2.0,11.8124,592.787,14.0,0
2.0,11.8325,594.894,14.0,0
2.0,10.2011,595.95,14.0,0
2.0,10.0298,597.008,14.0,0
3.0,12.7263,599.129,14.0,0
3.0,10.5023,601.258,14.0,0
3.0,10.0944,603.395,14.0,0
4.0,10.397,603.395,14.0,0
4.0,10.0538,604.466,14.0,0
4.0,11.7426,606.614,14.0,0
4.0,10.0665,608.769,14.0,0
6.0,10.0776,631.87,14.0,0
12.0,10.0341,777.579,1.0,0
12.0,10.4235,4.72593,2.0,0
8.0,0.0,6.58253,2.0,0
11.0,10.6971,14.146,6.0,0
12.0,20.6845,1597.48,1.0,0
10.0,10.7787,1976.29,1.0,0
10.0,0.0,1976.29,3.0,0
9.0,45.6179,8.4113,5.0,0
11.0,62.3946,27.8192,6.0,0
3.0,10.5678,20.4589,5.0,0
3.0,10.4656,36.7326,7.0,0
3.0,10.0368,35.7913,7.0,0
3.0,10.3539,36.529,7.0,0
3.0,10.3486,37.2806,7.0,0
5.0,10.1535,78.5515,7.0,0
8.0,21.2886,306.413,3.0,0
10.0,10.0057,367.2,5.0,0
8.0,11.4546,444.742,2.0,0
10.0,13.2077,1034.53,5.0,0
12.0,10.8995,1102.74,1.0,0
11.0,11.8909,1844.23,1.0,0
10.0,10.7046,1854.07,9.0,0
10.0,10.7345,17.4994,4.0,0
12.0,10.2941,1277.6,1.0,0
12.0,14.1224,3.09602,6.0,0
12.0,10.4234,6.92815,3.0,0
12.0,13.2424,141.256,5.0,0
12.0,15.7733,82.7367,2.0,0
12.0,13.995,1870.58,5.0,0
12.0,33.5698,44.1512,15.0,0
3.0,10.0754,2.04364,16.0,0
6.0,14.1972,9.39508,24.0,0
5.0,10.0606,9.86397,24.0,0
5.0,10.0615,9.39508,24.0,0
9.0,10.576,129.232,23.0,0
12.0,13.1654,164.886,19.0,0
12.0,10.4604,221.041,13.0,0
9.0,14.927,237.309,29.0,0
12.0,15.3941,580.304,12.0,0
11.0,12.8513,430.766,19.0,0
8.0,0.0,430.766,5.0,0
12.0,10.9682,465.734,31.0,0
12.0,17.0581,774.826,31.0,0
10.0,10.7991,839.196,6.0,0
12.0,15.4312,1130.46,5.0,0
12.0,14.0759,1261.84,11.0,0
12.0,0.0,1261.84,5.0,0
12.0,11.2636,1469.73,10.0,0
12.0,12.1706,1485.45,5.0,0
8.0,30.7873,4.91916,25.0,0
4.0,10.3326,3.23946,40.0,0
3.0,10.1287,2.42574,30.0,0
3.0,10.0976,3.46586,38.0,0
5.0,10.0088,2.66842,38.0,0
6.0,14.4476,3.09602,36.0,0
4.0,10.0777,3.28053,30.0,0
3.0,10.2172,3.50716,28.0,0
3.0,10.0764,3.63133,36.0,0
3.0,10.1179,3.7767,43.0,0
3.0,10.0935,4.44892,35.0,0
3.0,10.2187,4.83313,35.0,0
3.0,10.0044,4.85462,30.0,0
6.0,14.6502,9.13874,42.0,0
3.0,10.5109,5.88266,30.0,0
5.0,14.6679,7.39661,32.0,0
4.0,12.3013,9.34358,36.0,0
3.0,10.7725,9.73273,44.0,0
7.0,11.1082,11.0534,43.0,0
11.0,17.3476,40.1355,43.0,0
12.0,16.1277,270.619,31.0,0
12.0,11.6694,517.115,31.0,0
3.0,10.0697,4.59778,6.0,0
10.0,10.4542,447.115,6.0,0
11.0,10.0642,590.688,3.0,0
3.0,10.0555,3.01426,8.0,0
12.0,0.0,159.694,6.0,0
12.0,13.2058,171.156,1.0,0
12.0,10.3221,331.293,7.0,0
11.0,10.3662,3.15743,5.0,0
12.0,11.2592,1202.84,2.0,0
11.0,15.9568,22.4272,5.0,0
7.0,0.0,39.6948,6.0,0
11.0,12.3751,3.86003,7.0,0
12.0,10.7684,11.73,7.0,0
12.0,10.5539,32.6667,7.0,0
10.0,11.4398,42.6423,7.0,0
10.0,0.0,36.8007,5.0,0
10.0,14.1256,65.0608,7.0,0
12.0,10.277,215.614,7.0,0
9.0,15.2419,16.2814,2.0,0
8.0,0.0,13.0569,10.0,0
12.0,0.0,62.9869,10.0,0
11.0,12.9415,2.89191,16.0,0
5.0,10.3234,2.22433,7.0,0
12.0,10.0469,25.9129,4.0,0
12.0,10.2568,54.6173,8.0,0
12.0,10.4595,66.0036,4.0,0
12.0,20.536,156.046,4.0,0
12.0,13.8976,118.225,4.0,0
12.0,0.0,100.702,6.0,0
12.0,14.0723,234.378,16.0,0
11.0,11.6709,326.624,5.0,0
12.0,10.6927,694.146,2.0,0
12.0,14.48,1060.54,4.0,0
12.0,0.0,1087.2,6.0,0
12.0,15.5235,1255.14,8.0,0
12.0,10.8361,1824.71,3.0,0
7.0,12.7316,2.97344,6.0,0
8.0,11.1509,4.55518,5.0,0
6.0,10.946,5.04867,1.0,0
11.0,10.276,15.323,16.0,0
8.0,10.5978,35.7913,4.0,0
10.0,10.9795,66.2414,4.0,0
11.0,15.1789,329.535,6.0,0
11.0,14.2919,1073.79,16.0,0
12.0,13.6647,869.495,14.0,0
12.0,11.0452,891.353,1.0,0
