0.059238 7.0 -2.82619205112 1.94591014906 1 1 2 2 2 2 2 2 6 8 0
0.0394922 6.0 -3.23165209493 1.79175946923 1 1 2 2 2 2 2 3 6 8 0
7.32577 11.0 1.99139826883 2.3978952728 1 1 1 3 3 3 5 6 8 11 0
9.08782 11.0 2.20693505544 2.3978952728 2 2 2 3 3 4 5 6 8 11 0
36.2591 12.0 3.59069038428 2.48490664979 2 2 2 3 3 4 5 6 8 11 0
158.281 12.0 5.06437193441 2.48490664979 1 1 1 1 1 3 4 6 8 11 0
1.66377 10.0 0.509086111692 2.30258509299 1 1 1 1 1 1 5 6 7 15 0
2.72927 12.0 1.00403417417 2.48490664979 1 1 1 1 1 1 2 6 9 17 0
1.92346 12.0 0.654125647569 2.48490664979 1 1 1 1 1 1 3 4 11 26 0
2.6887 11.0 0.989057805425 2.3978952728 2 2 2 2 2 2 3 7 14 28 0
24.5448 12.0 3.20050001918 2.48490664979 2 2 2 2 2 2 3 7 14 28 0
0.197458 9.0 -1.62222937548 2.19722457734 1 1 1 1 1 5 6 12 20 26 0
7.25513 12.0 1.98170880485 2.48490664979 3 3 3 4 4 6 8 16 20 26 0
1824.71 12.0 7.50917634928 2.48490664979 3 3 3 4 4 6 8 16 20 26 0
4.6191 12.0 1.53019988092 2.48490664979 3 3 3 4 4 6 8 16 20 26 0
1.90345 11.0 0.643668029093 2.3978952728 1 1 1 5 5 8 8 14 21 25 0
1381.28 12.0 7.23076588449 2.48490664979 1 1 1 2 2 7 10 14 22 25 0
3.03469 12.0 1.11010927761 2.48490664979 2 2 2 2 2 6 13 17 21 24 0
2.6887 11.0 0.989057805425 2.3978952728 2 2 2 3 6 8 12 17 23 24 0
1.86345 10.0 0.622429608346 2.30258509299 1 4 4 6 6 6 11 18 21 24 0
12.4574 12.0 2.52231482385 2.48490664979 2 2 2 3 6 8 12 17 23 24 0
38.5413 12.0 3.65173039361 2.48490664979 2 2 2 2 2 6 13 17 21 24 0
0.217204 7.0 -1.52691827489 1.94591014906 3 4 4 4 6 7 11 18 21 25 0
6.37739 12.0 1.85275892275 2.48490664979 1 1 3 3 3 6 11 13 21 27 0
4.25852 12.0 1.44892168208 2.48490664979 3 4 4 4 6 7 11 18 21 25 0
9.6283 12.0 2.26470667855 2.48490664979 2 2 3 3 3 3 11 15 21 27 0
13.6105 12.0 2.61084155368 2.48490664979 3 4 4 4 6 7 11 18 21 25 0
23.8371 12.0 3.1712431905 2.48490664979 2 2 3 3 3 3 11 15 21 27 0
3.83918 11.0 1.34525880213 2.3978952728 1 2 2 2 2 2 7 11 17 31 0
404.835 12.0 6.00347957669 2.48490664979 1 2 2 2 2 2 7 11 16 31 0
3.46586 12.0 1.24296079809 2.48490664979 2 2 2 2 2 2 4 6 15 32 0
168.141 12.0 5.12480291311 2.48490664979 2 2 2 2 2 2 4 6 15 32 0
0.0197462 3.0 -3.92479421121 1.09861228867 1 1 2 2 3 3 3 10 14 22 0
0.0789836 5.0 -2.538515043 1.60943791243 1 1 2 2 2 3 3 8 13 25 0
4.74734 12.0 1.55758446119 2.48490664979 1 1 1 1 2 3 8 11 12 23 0
0.750701 12.0 -0.286747842314 2.48490664979 3 3 3 5 5 7 9 12 13 24 0
4.51263 12.0 1.50688013211 2.48490664979 2 2 2 5 5 7 9 12 13 24 0
9.73273 11.0 2.27549443238 2.3978952728 3 3 3 5 5 7 9 12 13 24 0
22.2063 12.0 3.1003760324 2.48490664979 2 2 2 5 5 7 9 12 13 24 0
194.857 12.0 5.27226595621 2.48490664979 3 3 3 5 5 7 9 11 13 23 0
0.0394922 9.0 -3.23165209493 2.19722457734 1 1 1 1 3 3 9 11 15 22 0
0.0197462 2.0 -3.92479421121 0.69314718056 2 2 2 2 3 8 8 11 15 22 0
17.3529 12.0 2.8537596394 2.48490664979 2 2 2 2 3 8 8 11 15 22 0
1.68372 12.0 0.521005631212 2.48490664979 1 1 1 1 1 1 4 9 17 24 0
22.1184 12.0 3.09640984131 2.48490664979 1 1 1 1 1 1 3 11 18 21 0
1.78351 11.0 0.578583332754 2.3978952728 2 2 2 2 2 3 7 9 12 30 0
14.99 12.0 2.70738331211 2.48490664979 2 2 2 2 2 3 7 9 12 30 0
