@relation data
@attribute Feature_0 numeric
@attribute Feature_1 numeric
@attribute Feature_2 numeric
@attribute Feature_3 numeric
@attribute Feature_4 numeric
@attribute Feature_5 numeric
@attribute Feature_6 numeric
@attribute Feature_7 numeric
@attribute Feature_8 numeric
@attribute Feature_9 numeric
@attribute Feature_10 numeric
@attribute Feature_11 numeric
@attribute Feature_12 numeric
@attribute Feature_13 numeric
@attribute Feature_14 numeric
@attribute class {0,1}
@data
215.614,12.0,1.0,3524.0,0.0,2.0,2.0,2.0,2.0,3.0,4.0,6.0,8.0,13.0,30.0,0
28.3007,12.0,14.0,2266.0,12.4027,1.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,8.0,22.0,0
4.5339,12.0,1.0,964.0,11.3646,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,11.0,0
35.7913,11.0,3.0,825.0,10.5653,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,11.0,0
13.8295,12.0,1.0,2646.0,11.5953,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,12.0,0
0.0394922,4.0,4.0,4.0,10.6536,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,7.0,12.0,0
3.44522,12.0,1.0,1964.0,10.405,1.0,1.0,2.0,2.0,2.0,2.0,4.0,8.0,10.0,15.0,0
4.25852,12.0,2.0,16202.0,12.1353,1.0,1.0,2.0,2.0,2.0,2.0,3.0,6.0,10.0,15.0,0
85.5967,12.0,2.0,2344.0,11.3875,1.0,1.0,1.0,2.0,3.0,3.0,7.0,8.0,10.0,14.0,0
0.0197462,2.0,1.0,1.0,10.4742,2.0,2.0,2.0,2.0,2.0,4.0,6.0,8.0,11.0,16.0,0
1.0873,11.0,1.0,3577.0,10.7246,1.0,1.0,1.0,2.0,3.0,5.0,5.0,8.0,11.0,14.0,0
404.117,12.0,1.0,2134.0,10.718,1.0,1.0,1.0,3.0,3.0,3.0,6.0,8.0,11.0,14.0,0
659.347,12.0,1.0,42.0,10.1355,2.0,2.0,2.0,2.0,2.0,4.0,6.0,8.0,11.0,16.0,0
241.988,12.0,1.0,1948.0,11.3884,1.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,11.0,19.0,0
0.0197462,4.0,1.0,1.0,10.0325,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,11.0,19.0,0
0.0197462,4.0,1.0,1.0,11.271,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,11.0,22.0,0
66.48,12.0,1.0,2320.0,11.9959,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,13.0,24.0,0
1733.25,12.0,1.0,1834.0,10.7932,1.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,11.0,25.0,0
2.5874,12.0,1.0,3336.0,10.4173,1.0,1.0,1.0,2.0,2.0,2.0,6.0,8.0,15.0,24.0,0
21.3825,12.0,1.0,686.0,10.7161,1.0,1.0,1.0,2.0,2.0,2.0,7.0,8.0,15.0,24.0,0
0.059238,9.0,8.0,171.0,12.1145,3.0,3.0,3.0,3.0,4.0,4.0,7.0,12.0,15.0,22.0,0
18.8973,12.0,1.0,7226.0,10.7318,3.0,3.0,3.0,3.0,4.0,4.0,7.0,12.0,15.0,22.0,0
106.997,12.0,2.0,1496.0,10.9781,3.0,3.0,3.0,3.0,4.0,4.0,7.0,12.0,15.0,22.0,0
3.58989,12.0,2.0,2170.0,11.1195,1.0,1.0,1.0,1.0,1.0,4.0,9.0,12.0,18.0,22.0,0
76.8811,10.0,1.0,352.0,10.3109,1.0,1.0,1.0,1.0,4.0,4.0,6.0,11.0,17.0,22.0,0
0.0197462,3.0,10.0,6.0,14.4974,3.0,3.0,3.0,3.0,4.0,6.0,7.0,13.0,17.0,21.0,0
0.0394922,2.0,1.0,1.0,10.0129,3.0,3.0,3.0,3.0,4.0,6.0,6.0,13.0,17.0,21.0,0
0.0789836,3.0,5.0,5.0,14.1514,3.0,3.0,3.0,3.0,4.0,6.0,7.0,13.0,17.0,21.0,0
0.0197462,2.0,1.0,3.0,15.4704,1.0,1.0,1.0,1.0,2.0,6.0,8.0,11.0,16.0,20.0,0
301.023,12.0,1.0,46.0,10.1032,1.0,1.0,1.0,1.0,5.0,5.0,7.0,14.0,17.0,20.0,0
2.26455,12.0,1.0,458.0,11.3431,1.0,2.0,2.0,3.0,3.0,5.0,6.0,10.0,13.0,19.0,0
2.26455,12.0,1.0,2186.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,11.0,16.0,19.0,0
4.15321,12.0,1.0,10.0,10.0252,1.0,2.0,2.0,2.0,3.0,5.0,6.0,10.0,13.0,19.0,0
174.534,12.0,2.0,2114.0,14.155,1.0,1.0,1.0,1.0,1.0,4.0,4.0,7.0,12.0,18.0,0
174.534,12.0,2.0,4340.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,8.0,12.0,18.0,0
6.5368,11.0,1.0,273.0,10.281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,31.0,0
7.63429,8.0,1.0,43.0,10.2758,1.0,1.0,1.0,3.0,3.0,7.0,18.0,19.0,24.0,36.0,0
0.0197462,6.0,20.0,54.0,23.6475,8.0,8.0,8.0,13.0,15.0,17.0,19.0,20.0,26.0,38.0,0
0.059238,5.0,17.0,25.0,21.9387,7.0,8.0,10.0,14.0,15.0,17.0,19.0,20.0,26.0,38.0,0
0.0197462,3.0,4.0,4.0,15.9157,7.0,8.0,10.0,13.0,15.0,17.0,19.0,20.0,26.0,38.0,0
0.0394922,4.0,4.0,18.0,18.6213,6.0,8.0,9.0,14.0,15.0,17.0,19.0,20.0,26.0,38.0,0
0.059238,4.0,1.0,10.0,16.6882,7.0,8.0,9.0,14.0,15.0,17.0,19.0,20.0,26.0,38.0,0
0.0987291,4.0,3.0,1.0,10.3866,3.0,3.0,8.0,12.0,14.0,18.0,18.0,20.0,26.0,38.0,0
0.0987291,4.0,3.0,7.0,13.5458,5.0,8.0,11.0,14.0,15.0,17.0,19.0,20.0,26.0,38.0,0
0.0987291,8.0,5.0,665.0,11.835,2.0,3.0,4.0,11.0,14.0,15.0,19.0,22.0,26.0,38.0,0
0.118475,4.0,1.0,4.0,12.2779,6.0,8.0,11.0,14.0,15.0,17.0,19.0,20.0,26.0,38.0,0
4.6191,12.0,1.0,2394.0,11.979,4.0,8.0,10.0,14.0,15.0,17.0,19.0,20.0,26.0,38.0,0
5.66077,12.0,1.0,3990.0,14.1184,1.0,2.0,3.0,6.0,12.0,15.0,19.0,23.0,27.0,38.0,0
5.66077,12.0,1.0,8208.0,0.0,2.0,2.0,2.0,3.0,4.0,15.0,18.0,19.0,26.0,36.0,0
9.6283,12.0,2.0,4060.0,11.3001,3.0,3.0,8.0,12.0,15.0,18.0,18.0,20.0,26.0,38.0,0
306.413,12.0,1.0,890.0,10.6313,1.0,2.0,4.0,7.0,14.0,18.0,18.0,19.0,26.0,36.0,0
306.413,12.0,1.0,22.0,0.0,2.0,2.0,2.0,3.0,4.0,15.0,18.0,19.0,26.0,36.0,0
318.611,12.0,1.0,878.0,10.8771,2.0,2.0,6.0,11.0,14.0,15.0,19.0,22.0,26.0,38.0,0
510.734,12.0,8.0,2846.0,11.3888,3.0,4.0,6.0,12.0,14.0,18.0,18.0,19.0,26.0,38.0,0
0.059238,4.0,2.0,12.0,11.0831,1.0,1.0,1.0,1.0,1.0,2.0,16.0,26.0,31.0,38.0,0
0.0394922,4.0,1.0,3.0,10.514,1.0,1.0,1.0,3.0,4.0,7.0,8.0,23.0,35.0,39.0,0
2.48631,12.0,5.0,9844.0,12.7992,2.0,2.0,2.0,4.0,5.0,7.0,8.0,14.0,37.0,39.0,0
2.6279,11.0,1564.0,10227.0,12.6071,2.0,2.0,2.0,4.0,5.0,7.0,8.0,14.0,37.0,39.0,0
0.0197462,3.0,1.0,1.0,12.8695,2.0,2.0,3.0,3.0,4.0,7.0,9.0,14.0,36.0,39.0,0
0.0197462,4.0,1.0,1.0,10.8361,1.0,1.0,1.0,4.0,7.0,7.0,8.0,14.0,37.0,39.0,0
0.0197462,4.0,1.0,11.0,14.8951,2.0,2.0,2.0,3.0,4.0,6.0,9.0,14.0,36.0,39.0,0
0.0789836,4.0,2.0,1.0,10.3882,1.0,1.0,2.0,4.0,6.0,7.0,8.0,13.0,37.0,39.0,0
52.105,12.0,1.0,56.0,10.0242,2.0,2.0,2.0,3.0,3.0,5.0,11.0,18.0,21.0,39.0,0
145.333,9.0,3.0,176.0,10.9149,2.0,2.0,2.0,2.0,3.0,5.0,12.0,18.0,22.0,39.0,0
725.615,12.0,3.0,716.0,11.1505,1.0,1.0,1.0,4.0,5.0,6.0,9.0,17.0,21.0,41.0,0
0.0789836,4.0,2.0,1.0,10.3323,3.0,3.0,4.0,4.0,4.0,8.0,11.0,12.0,20.0,42.0,0
0.0197462,3.0,1.0,1.0,10.8977,3.0,3.0,4.0,4.0,4.0,8.0,11.0,12.0,20.0,42.0,0
0.0197462,4.0,4.0,13.0,11.6843,3.0,3.0,4.0,4.0,4.0,8.0,11.0,12.0,20.0,42.0,0
0.0197462,5.0,1.0,11.0,11.4009,1.0,1.0,4.0,4.0,6.0,7.0,11.0,14.0,20.0,42.0,0
40.5808,12.0,10.0,2414.0,12.03,2.0,2.0,2.0,3.0,4.0,9.0,11.0,16.0,21.0,41.0,0
155.769,11.0,6.0,4063.0,11.791,2.0,2.0,2.0,3.0,4.0,9.0,9.0,16.0,21.0,41.0,0
0.0394922,5.0,2.0,1.0,10.4259,2.0,2.0,2.0,2.0,2.0,5.0,8.0,13.0,19.0,38.0,0
0.059238,5.0,1.0,2.0,10.3241,2.0,2.0,2.0,2.0,2.0,5.0,8.0,13.0,19.0,38.0,0
549.259,12.0,1.0,570.0,10.3155,1.0,1.0,1.0,1.0,1.0,1.0,4.0,10.0,15.0,24.0,0
0.0394922,8.0,8.0,155.0,11.1633,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,16.0,23.0,0
1.14679,11.0,2.0,2619.0,10.3115,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,14.0,0
2.30481,12.0,2.0,2990.0,11.5329,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,11.0,0
2.95305,12.0,1.0,22.0,10.0917,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,14.0,0
733.378,10.0,983.0,1851.0,154.226,6.0,6.0,7.0,8.0,8.0,8.0,14.0,23.0,34.0,42.0,1
0.157966,3.0,10.0,5.0,14.1558,12.0,15.0,17.0,18.0,21.0,28.0,39.0,59.0,71.0,106.0,0
1.2063,11.0,4127.0,6140.0,20.0392,9.0,16.0,17.0,19.0,21.0,29.0,39.0,59.0,75.0,106.0,0
0.0197462,6.0,11.0,55.0,13.8209,9.0,16.0,17.0,19.0,21.0,29.0,39.0,59.0,75.0,106.0,0
0.0197462,2.0,3.0,1.0,12.1958,2.0,2.0,3.0,3.0,3.0,18.0,25.0,47.0,62.0,101.0,0
0.0197462,3.0,3.0,1.0,10.8705,1.0,9.0,15.0,17.0,19.0,25.0,38.0,57.0,71.0,105.0,0
0.0394922,2.0,1.0,1.0,11.3851,2.0,2.0,3.0,3.0,3.0,18.0,25.0,47.0,62.0,101.0,0
0.059238,3.0,2.0,2.0,13.89,14.0,15.0,17.0,18.0,21.0,29.0,39.0,59.0,71.0,106.0,0
0.118475,5.0,17.0,20.0,11.7935,10.0,15.0,17.0,18.0,21.0,28.0,39.0,59.0,71.0,106.0,0
0.177712,3.0,16.0,2.0,13.0696,14.0,14.0,17.0,18.0,21.0,29.0,39.0,59.0,71.0,106.0,0
0.0789836,4.0,1.0,1.0,10.2149,9.0,15.0,17.0,18.0,21.0,28.0,39.0,59.0,71.0,106.0,0
0.197458,4.0,14.0,6.0,12.1161,14.0,15.0,17.0,18.0,21.0,29.0,39.0,59.0,71.0,106.0,0
13.7353,5.0,7.0,1.0,10.1706,10.0,15.0,17.0,18.0,21.0,28.0,39.0,59.0,71.0,106.0,0
16.2117,5.0,3.0,12.0,10.6157,10.0,16.0,17.0,19.0,21.0,29.0,39.0,59.0,75.0,106.0,0
68.6655,8.0,1217.0,7.0,16.3087,10.0,16.0,17.0,19.0,21.0,29.0,39.0,59.0,75.0,106.0,0
43.5098,7.0,26.0,2.0,0.0,1.0,1.0,3.0,3.0,3.0,4.0,24.0,39.0,61.0,100.0,0
102.881,12.0,20.0,2384.0,12.0255,14.0,15.0,17.0,18.0,21.0,29.0,39.0,59.0,71.0,106.0,0
199.054,12.0,2.0,2200.0,11.2833,12.0,14.0,17.0,19.0,21.0,29.0,39.0,59.0,73.0,106.0,0
336.029,12.0,2.0,3208.0,12.0656,9.0,15.0,15.0,17.0,21.0,28.0,39.0,59.0,71.0,106.0,0
0.0394922,9.0,3148.0,434.0,23.1548,5.0,5.0,6.0,10.0,17.0,46.0,54.0,61.0,84.0,108.0,0
0.0197462,1.0,1.0,1.0,11.0228,1.0,1.0,5.0,8.0,18.0,36.0,56.0,61.0,83.0,108.0,0
0.0197462,2.0,1.0,2.0,13.748,5.0,5.0,7.0,10.0,17.0,46.0,54.0,61.0,84.0,108.0,0
0.0394922,2.0,1.0,2.0,12.7444,2.0,6.0,8.0,9.0,26.0,32.0,57.0,67.0,91.0,111.0,0
0.0394922,3.0,1.0,1.0,10.0852,2.0,4.0,6.0,11.0,26.0,33.0,50.0,61.0,76.0,106.0,0
0.0987291,3.0,9.0,5.0,15.5356,3.0,6.0,7.0,14.0,20.0,30.0,57.0,66.0,88.0,110.0,0
0.059238,2.0,1.0,1.0,10.1548,2.0,2.0,6.0,19.0,22.0,31.0,50.0,61.0,76.0,106.0,0
0.13822,3.0,10.0,6.0,13.3368,3.0,6.0,6.0,14.0,18.0,30.0,57.0,65.0,88.0,110.0,0
0.0987291,2.0,2.0,1.0,10.4421,5.0,5.0,6.0,10.0,17.0,46.0,54.0,61.0,84.0,108.0,0
0.0987291,7.0,523.0,142.0,16.7334,2.0,6.0,8.0,9.0,26.0,32.0,57.0,67.0,91.0,111.0,0
0.197458,3.0,3.0,6.0,11.8516,5.0,5.0,6.0,10.0,17.0,41.0,54.0,62.0,84.0,108.0,0
3.32164,4.0,10.0,1.0,10.2102,2.0,3.0,4.0,7.0,26.0,34.0,50.0,61.0,76.0,106.0,0
0.355443,12.0,3.0,3600.0,12.7849,1.0,4.0,8.0,13.0,15.0,32.0,56.0,63.0,87.0,108.0,0
6.08393,12.0,7.0,3996.0,12.6326,3.0,6.0,7.0,14.0,20.0,31.0,57.0,66.0,89.0,110.0,0
3.11648,4.0,1.0,1.0,10.0046,5.0,5.0,6.0,10.0,17.0,46.0,54.0,61.0,84.0,108.0,0
15.6269,9.0,4.0,481.0,0.0,2.0,6.0,17.0,21.0,22.0,28.0,42.0,60.0,76.0,106.0,0
17.9442,8.0,1.0,1.0,10.0031,2.0,3.0,4.0,7.0,26.0,34.0,50.0,61.0,76.0,106.0,0
34.6134,7.0,2.0,188.0,0.0,2.0,6.0,17.0,21.0,22.0,28.0,42.0,60.0,76.0,106.0,0
0.217204,9.0,8787.0,2092.0,28.1149,8.0,11.0,11.0,15.0,23.0,35.0,41.0,72.0,96.0,113.0,0
0.177712,10.0,18.0,2304.0,20.6452,4.0,4.0,7.0,9.0,19.0,25.0,43.0,77.0,103.0,115.0,0
0.0197462,1.0,1.0,1.0,10.3714,2.0,5.0,7.0,11.0,25.0,35.0,58.0,68.0,91.0,111.0,0
1.42481,9.0,8.0,2086.0,17.7733,3.0,4.0,7.0,10.0,20.0,27.0,39.0,73.0,101.0,114.0,0
0.059238,2.0,1.0,1.0,10.2505,3.0,3.0,5.0,15.0,25.0,33.0,58.0,68.0,92.0,111.0,0
0.059238,2.0,2.0,1.0,12.8087,8.0,11.0,11.0,15.0,23.0,35.0,41.0,72.0,96.0,113.0,0
0.0789836,2.0,2.0,1.0,10.5552,8.0,11.0,11.0,14.0,23.0,34.0,43.0,70.0,95.0,112.0,0
0.0789836,3.0,1.0,1.0,10.0587,2.0,3.0,3.0,19.0,21.0,33.0,57.0,68.0,92.0,111.0,0
0.0987291,4.0,1.0,1.0,10.0694,8.0,11.0,11.0,13.0,26.0,34.0,43.0,70.0,95.0,113.0,0
0.118475,2.0,3.0,3.0,11.0646,6.0,11.0,11.0,15.0,23.0,35.0,41.0,72.0,96.0,113.0,0
0.157966,2.0,1.0,1.0,10.1963,10.0,11.0,11.0,13.0,25.0,34.0,41.0,70.0,95.0,113.0,0
0.217204,3.0,1.0,1.0,10.2482,10.0,11.0,11.0,13.0,25.0,34.0,41.0,70.0,95.0,113.0,0
3.40399,4.0,5.0,1.0,10.0915,11.0,11.0,11.0,13.0,23.0,34.0,41.0,70.0,95.0,113.0,0
3.09602,8.0,1.0,1.0,10.0151,8.0,11.0,11.0,14.0,23.0,34.0,43.0,70.0,95.0,112.0,0
4.17424,7.0,1.0,147.0,14.7231,3.0,4.0,7.0,10.0,20.0,28.0,39.0,73.0,101.0,114.0,0
11.5022,7.0,6.0,248.0,13.3112,3.0,4.0,7.0,10.0,20.0,27.0,39.0,73.0,101.0,114.0,0
11.5873,11.0,1.0,742.0,10.7027,4.0,4.0,7.0,9.0,19.0,25.0,43.0,77.0,103.0,115.0,0
12.31,5.0,1.0,66.0,10.6661,4.0,7.0,7.0,9.0,21.0,25.0,42.0,76.0,103.0,114.0,0
15.1559,6.0,2.0,1.0,10.0402,11.0,11.0,11.0,12.0,23.0,35.0,41.0,71.0,95.0,113.0,0
19.0923,6.0,1.0,156.0,10.3737,4.0,4.0,7.0,9.0,19.0,25.0,43.0,77.0,103.0,115.0,0
333.062,12.0,2.0,2648.0,10.8587,11.0,11.0,11.0,12.0,23.0,34.0,41.0,70.0,95.0,113.0,0
0.0197462,2.0,7.0,2.0,13.6044,1.0,1.0,2.0,4.0,4.0,17.0,39.0,68.0,106.0,120.0,0
0.0197462,1.0,2.0,1.0,10.797,2.0,2.0,3.0,8.0,11.0,22.0,38.0,80.0,105.0,118.0,0
0.0197462,1.0,1.0,1.0,11.6098,2.0,2.0,3.0,8.0,11.0,22.0,38.0,80.0,105.0,118.0,0
0.059238,2.0,2.0,1.0,11.1019,1.0,1.0,4.0,4.0,8.0,16.0,40.0,67.0,105.0,119.0,0
0.059238,2.0,1.0,2.0,10.7154,1.0,1.0,2.0,6.0,7.0,16.0,33.0,66.0,107.0,128.0,0
1.48449,11.0,4649.0,2374.0,24.4287,4.0,5.0,7.0,9.0,16.0,25.0,40.0,53.0,90.0,135.0,0
0.0197462,1.0,2.0,1.0,11.5023,4.0,5.0,6.0,7.0,10.0,16.0,33.0,68.0,105.0,130.0,0
0.059238,2.0,2.0,1.0,12.1441,3.0,4.0,6.0,7.0,10.0,16.0,32.0,67.0,105.0,130.0,0
0.0197462,2.0,1.0,1.0,10.2364,5.0,5.0,5.0,7.0,10.0,16.0,31.0,69.0,105.0,130.0,0
0.0197462,2.0,2.0,1.0,13.5686,3.0,3.0,7.0,9.0,14.0,23.0,33.0,66.0,108.0,130.0,0
0.0197462,3.0,2.0,6.0,15.9023,4.0,5.0,6.0,8.0,15.0,25.0,32.0,58.0,97.0,131.0,0
0.0394922,2.0,1.0,1.0,10.0664,4.0,5.0,5.0,7.0,10.0,16.0,31.0,69.0,105.0,130.0,0
0.0394922,3.0,1.0,1.0,10.4919,3.0,3.0,4.0,9.0,14.0,23.0,33.0,65.0,108.0,130.0,0
0.0394922,4.0,1.0,1.0,10.0496,1.0,1.0,4.0,9.0,15.0,19.0,31.0,65.0,105.0,130.0,0
0.0789836,2.0,1.0,2.0,10.3357,1.0,4.0,5.0,10.0,16.0,25.0,34.0,55.0,93.0,131.0,0
0.0789836,4.0,1.0,1.0,10.4257,4.0,5.0,6.0,8.0,15.0,25.0,32.0,58.0,97.0,131.0,0
0.177712,7.0,1.0,1.0,10.0209,4.0,4.0,7.0,8.0,14.0,24.0,32.0,59.0,98.0,131.0,0
5.88266,11.0,1.0,1.0,10.0068,4.0,5.0,6.0,8.0,15.0,25.0,32.0,58.0,98.0,131.0,0
114.087,11.0,133.0,3448.0,14.8759,4.0,5.0,7.0,9.0,15.0,25.0,39.0,53.0,90.0,135.0,0
114.087,7.0,5.0,203.0,0.0,3.0,4.0,6.0,7.0,10.0,16.0,34.0,70.0,105.0,130.0,0
279.899,12.0,2.0,1178.0,10.5035,3.0,3.0,4.0,8.0,14.0,23.0,32.0,65.0,108.0,130.0,0
0.0394922,2.0,2.0,2.0,12.5224,5.0,7.0,7.0,8.0,16.0,25.0,40.0,52.0,90.0,135.0,0
0.0197462,1.0,1.0,1.0,11.088,1.0,1.0,4.0,11.0,15.0,27.0,41.0,49.0,89.0,136.0,0
0.0197462,2.0,1.0,1.0,10.4555,3.0,5.0,8.0,8.0,16.0,24.0,40.0,49.0,90.0,135.0,0
0.0197462,3.0,6.0,6.0,14.7341,3.0,3.0,4.0,8.0,16.0,28.0,40.0,48.0,87.0,140.0,0
0.0197462,6.0,2.0,4.0,10.3787,2.0,4.0,7.0,8.0,15.0,25.0,38.0,48.0,87.0,140.0,0
0.0394922,3.0,2.0,1.0,10.5818,2.0,3.0,4.0,8.0,16.0,29.0,40.0,49.0,87.0,140.0,0
0.0394922,4.0,1.0,1.0,10.537,2.0,5.0,7.0,8.0,15.0,25.0,38.0,48.0,87.0,141.0,0
0.0394922,7.0,1.0,1.0,10.0278,3.0,4.0,5.0,8.0,12.0,25.0,37.0,47.0,85.0,141.0,0
0.059238,2.0,1.0,2.0,10.9422,1.0,1.0,1.0,8.0,16.0,27.0,37.0,47.0,82.0,142.0,0
0.0789836,3.0,1.0,1.0,10.5779,3.0,5.0,8.0,8.0,13.0,24.0,40.0,49.0,90.0,135.0,0
3.19842,12.0,3.0,2664.0,11.5605,4.0,4.0,5.0,8.0,12.0,25.0,37.0,47.0,86.0,141.0,0
5.88266,5.0,3.0,13.0,10.4001,3.0,4.0,5.0,8.0,12.0,25.0,37.0,47.0,85.0,141.0,0
128.087,12.0,130.0,6966.0,17.0792,5.0,7.0,8.0,8.0,17.0,24.0,40.0,49.0,90.0,135.0,0
118.858,8.0,3.0,190.0,0.0,5.0,7.0,7.0,9.0,16.0,25.0,40.0,53.0,90.0,135.0,0
1032.7,12.0,1.0,724.0,10.4689,3.0,3.0,5.0,9.0,14.0,22.0,31.0,50.0,83.0,145.0,0
0.0197462,3.0,3.0,8.0,11.4366,2.0,2.0,4.0,5.0,10.0,15.0,25.0,46.0,77.0,143.0,0
0.276446,9.0,42.0,680.0,12.8655,1.0,2.0,2.0,4.0,6.0,14.0,25.0,44.0,73.0,143.0,0
0.0197462,2.0,2.0,1.0,11.0194,3.0,4.0,5.0,9.0,15.0,22.0,31.0,50.0,83.0,145.0,0
0.059238,2.0,4.0,2.0,11.7375,1.0,1.0,6.0,9.0,13.0,19.0,31.0,47.0,78.0,145.0,0
0.0197462,2.0,1.0,1.0,12.2186,2.0,2.0,4.0,5.0,11.0,15.0,25.0,46.0,77.0,143.0,0
0.0394922,2.0,1.0,1.0,10.4232,5.0,5.0,8.0,9.0,13.0,21.0,30.0,49.0,73.0,146.0,0
0.059238,3.0,1.0,1.0,10.0871,4.0,5.0,6.0,9.0,13.0,21.0,31.0,49.0,74.0,146.0,0
8.68451,12.0,1.0,498.0,10.6046,2.0,7.0,8.0,9.0,12.0,21.0,30.0,49.0,75.0,146.0,0
94.2671,11.0,3.0,1294.0,10.9006,4.0,5.0,6.0,9.0,13.0,21.0,32.0,49.0,74.0,146.0,0
121.642,10.0,82.0,1784.0,13.1292,1.0,2.0,4.0,5.0,10.0,14.0,24.0,46.0,73.0,143.0,0
114.903,10.0,5.0,1623.0,0.0,3.0,4.0,5.0,9.0,14.0,22.0,31.0,50.0,83.0,145.0,0
271.099,12.0,2.0,2882.0,11.3519,4.0,5.0,6.0,9.0,13.0,21.0,32.0,49.0,74.0,146.0,0
0.0197462,1.0,1.0,1.0,10.4939,1.0,1.0,1.0,1.0,3.0,8.0,20.0,42.0,70.0,144.0,0
0.0197462,2.0,4.0,1.0,12.4435,2.0,2.0,2.0,2.0,2.0,6.0,16.0,38.0,74.0,128.0,0
0.059238,2.0,1.0,1.0,10.0415,2.0,2.0,2.0,2.0,2.0,6.0,17.0,38.0,74.0,128.0,0
0.0197462,1.0,1.0,1.0,10.8666,2.0,3.0,3.0,3.0,4.0,8.0,15.0,38.0,73.0,124.0,0
0.0197462,1.0,1.0,1.0,11.2357,1.0,2.0,2.0,3.0,6.0,10.0,16.0,30.0,69.0,117.0,0
0.0197462,2.0,2.0,1.0,10.1119,2.0,3.0,3.0,3.0,5.0,8.0,14.0,38.0,74.0,122.0,0
0.0394922,2.0,1.0,1.0,10.7914,3.0,3.0,3.0,3.0,4.0,8.0,14.0,38.0,73.0,124.0,0
0.059238,2.0,2.0,1.0,11.727,1.0,2.0,3.0,3.0,5.0,11.0,17.0,30.0,69.0,116.0,0
0.059238,2.0,1.0,1.0,11.2341,1.0,1.0,2.0,3.0,6.0,11.0,21.0,30.0,70.0,107.0,0
0.0197462,2.0,2.0,1.0,14.0605,4.0,5.0,7.0,8.0,11.0,14.0,22.0,37.0,52.0,110.0,0
0.0197462,1.0,1.0,1.0,11.8017,2.0,2.0,2.0,5.0,8.0,16.0,22.0,33.0,59.0,104.0,0
0.0197462,2.0,2.0,1.0,10.5619,3.0,3.0,3.0,5.0,7.0,12.0,22.0,30.0,62.0,104.0,0
0.0394922,2.0,2.0,1.0,10.6394,3.0,3.0,3.0,5.0,6.0,11.0,22.0,30.0,62.0,104.0,0
0.0394922,2.0,1.0,1.0,12.548,3.0,3.0,3.0,4.0,11.0,16.0,20.0,35.0,56.0,102.0,0
0.059238,2.0,2.0,1.0,10.1688,2.0,2.0,2.0,7.0,8.0,16.0,22.0,32.0,58.0,102.0,0
0.0394922,3.0,1.0,1.0,10.2069,4.0,5.0,7.0,8.0,11.0,14.0,22.0,37.0,52.0,109.0,0
0.059238,2.0,1.0,2.0,10.8695,3.0,3.0,3.0,4.0,11.0,16.0,20.0,36.0,56.0,101.0,0
0.059238,3.0,1.0,1.0,10.2469,3.0,3.0,3.0,5.0,11.0,16.0,20.0,35.0,56.0,101.0,0
0.059238,3.0,1.0,2.0,10.5479,4.0,6.0,7.0,8.0,11.0,13.0,22.0,37.0,52.0,109.0,0
2.44592,12.0,1.0,844.0,11.7045,3.0,5.0,6.0,8.0,11.0,13.0,22.0,36.0,54.0,109.0,0
2.44592,12.0,1.0,1266.0,0.0,3.0,3.0,3.0,5.0,7.0,11.0,22.0,30.0,62.0,107.0,0
236.048,12.0,2.0,1622.0,10.7978,2.0,3.0,5.0,9.0,11.0,14.0,22.0,36.0,55.0,108.0,0
0.0197462,2.0,3.0,1.0,11.1094,4.0,5.0,7.0,8.0,10.0,13.0,21.0,37.0,52.0,112.0,0
0.0197462,1.0,1.0,1.0,11.0939,2.0,3.0,6.0,8.0,8.0,12.0,23.0,38.0,51.0,111.0,0
0.0197462,2.0,2.0,1.0,13.7032,1.0,2.0,3.0,7.0,8.0,12.0,24.0,38.0,51.0,112.0,0
0.0394922,2.0,1.0,1.0,11.3607,1.0,1.0,1.0,2.0,5.0,14.0,25.0,33.0,50.0,105.0,0
0.0197462,1.0,1.0,1.0,10.2943,1.0,2.0,4.0,7.0,10.0,12.0,23.0,36.0,51.0,107.0,0
0.0197462,1.0,1.0,1.0,11.3503,2.0,2.0,5.0,7.0,10.0,15.0,16.0,33.0,53.0,101.0,0
0.0197462,2.0,1.0,1.0,10.024,3.0,3.0,4.0,4.0,9.0,12.0,24.0,34.0,51.0,104.0,0
