@relation data
@attribute Feature_0 numeric
@attribute Feature_1 numeric
@attribute Feature_2 numeric
@attribute Feature_3 numeric
@attribute Feature_4 numeric
@attribute Feature_5 numeric
@attribute Feature_6 numeric
@attribute Feature_7 numeric
@attribute Feature_8 numeric
@attribute Feature_9 numeric
@attribute Feature_10 numeric
@attribute Feature_11 numeric
@attribute Feature_12 numeric
@attribute Feature_13 numeric
@attribute Feature_14 numeric
@attribute class {0,1}
@data
10.1554,6.0,10.0,33.0,11.0289,9.0,13.0,14.0,43.0,52.0,56.0,149.0,185.0,278.0,368.0,0
11.4173,7.0,118.0,109.0,12.9482,1.0,2.0,3.0,11.0,47.0,63.0,103.0,199.0,282.0,363.0,0
18.6652,12.0,5.0,1186.0,0.0,14.0,14.0,16.0,19.0,19.0,50.0,102.0,205.0,281.0,371.0,0
36.7326,12.0,180.0,370.0,0.0,14.0,14.0,16.0,19.0,19.0,50.0,102.0,205.0,281.0,371.0,0
218.698,12.0,248.0,9050.0,17.0715,4.0,13.0,14.0,43.0,52.0,56.0,149.0,185.0,279.0,368.0,0
263.509,12.0,277.0,9494.0,20.6553,1.0,17.0,29.0,29.0,45.0,70.0,76.0,182.0,285.0,363.0,0
403.401,8.0,1.0,890.0,0.0,14.0,14.0,16.0,19.0,19.0,50.0,102.0,205.0,281.0,371.0,0
421.693,12.0,9.0,3150.0,0.0,14.0,14.0,16.0,19.0,19.0,50.0,102.0,205.0,281.0,371.0,0
480.844,12.0,21.0,4918.0,13.6465,28.0,29.0,29.0,38.0,45.0,70.0,82.0,183.0,283.0,365.0,0
0.0197462,5.0,6.0,37.0,16.2831,5.0,10.0,16.0,23.0,53.0,56.0,149.0,186.0,275.0,369.0,0
0.0197462,1.0,1.0,1.0,10.186,10.0,13.0,15.0,23.0,53.0,56.0,149.0,186.0,276.0,368.0,0
0.0197462,1.0,1.0,1.0,11.2123,2.0,2.0,14.0,24.0,42.0,58.0,148.0,186.0,274.0,374.0,0
0.0394922,5.0,1.0,1.0,10.0425,10.0,13.0,15.0,26.0,53.0,56.0,149.0,186.0,277.0,368.0,0
0.0394922,6.0,7.0,30.0,12.4558,7.0,10.0,18.0,77.0,77.0,87.0,135.0,162.0,219.0,392.0,0
0.059238,2.0,1.0,1.0,11.3067,10.0,13.0,15.0,22.0,53.0,56.0,149.0,186.0,276.0,368.0,0
0.0789836,5.0,1.0,5.0,11.0563,7.0,10.0,18.0,77.0,77.0,87.0,135.0,162.0,219.0,392.0,0
3.25999,12.0,475.0,9298.0,16.7965,7.0,8.0,10.0,11.0,26.0,72.0,137.0,180.0,226.0,392.0,0
0.13822,5.0,8.0,13.0,11.3212,7.0,8.0,10.0,11.0,25.0,72.0,141.0,182.0,224.0,392.0,0
1.84346,4.0,3.0,7.0,10.2585,7.0,8.0,10.0,11.0,25.0,72.0,137.0,181.0,226.0,392.0,0
1.96349,3.0,7.0,2.0,10.4247,10.0,13.0,15.0,26.0,53.0,56.0,149.0,186.0,277.0,368.0,0
3.30108,3.0,7.0,1.0,10.2104,7.0,8.0,10.0,12.0,25.0,71.0,141.0,182.0,224.0,392.0,0
3.30108,3.0,4.0,1.0,10.3952,7.0,8.0,10.0,11.0,25.0,71.0,141.0,182.0,224.0,392.0,0
3.44522,6.0,1.0,1.0,10.014,7.0,8.0,10.0,13.0,25.0,69.0,142.0,182.0,224.0,392.0,0
6.37739,7.0,6.0,46.0,10.799,7.0,10.0,18.0,77.0,77.0,87.0,135.0,162.0,219.0,392.0,0
54.42,11.0,1039.0,8011.0,16.536,7.0,8.0,10.0,12.0,25.0,70.0,141.0,182.0,224.0,392.0,0
61.8627,12.0,200.0,656.0,11.188,11.0,14.0,14.0,33.0,53.0,56.0,149.0,185.0,277.0,368.0,0
231.073,10.0,1155.0,8058.0,20.6237,2.0,9.0,10.0,20.0,24.0,62.0,147.0,186.0,250.0,373.0,0
191.766,7.0,125.0,105.0,0.0,11.0,14.0,14.0,33.0,53.0,56.0,149.0,185.0,277.0,368.0,0
485.988,11.0,239.0,39.0,24.9877,8.0,13.0,22.0,77.0,77.0,86.0,135.0,162.0,219.0,392.0,0
481.697,7.0,2.0,328.0,0.0,11.0,14.0,14.0,33.0,53.0,56.0,149.0,185.0,277.0,368.0,0
485.988,11.0,2.0,4067.0,0.0,11.0,14.0,14.0,33.0,53.0,56.0,149.0,185.0,277.0,368.0,0
854.211,12.0,8.0,2872.0,11.8583,1.0,2.0,6.0,16.0,79.0,92.0,133.0,160.0,233.0,396.0,0
1049.32,12.0,1.0,2882.0,11.6125,1.0,2.0,2.0,10.0,78.0,100.0,132.0,158.0,236.0,394.0,0
1298.15,12.0,3.0,266.0,16.9854,8.0,13.0,21.0,77.0,77.0,86.0,135.0,162.0,219.0,392.0,0
1298.15,12.0,1.0,2390.0,0.0,11.0,14.0,14.0,33.0,53.0,56.0,149.0,185.0,277.0,368.0,0
1658.09,12.0,1.0,1566.0,10.7255,1.0,1.0,8.0,11.0,22.0,129.0,133.0,159.0,227.0,395.0,0
12.1636,10.0,20033.0,3756.0,71.8559,58.0,61.0,68.0,75.0,77.0,79.0,108.0,156.0,219.0,370.0,0
0.0197462,1.0,1.0,1.0,10.1366,11.0,21.0,75.0,76.0,77.0,85.0,119.0,162.0,219.0,391.0,0
0.0197462,1.0,1.0,1.0,10.9561,1.0,1.0,2.0,3.0,6.0,72.0,91.0,150.0,195.0,379.0,0
0.0197462,2.0,1.0,1.0,10.3975,11.0,18.0,74.0,76.0,77.0,85.0,120.0,162.0,219.0,391.0,0
0.0197462,3.0,1.0,2.0,18.8342,57.0,61.0,68.0,75.0,76.0,79.0,108.0,156.0,219.0,370.0,0
0.0197462,5.0,1.0,1.0,10.377,10.0,21.0,75.0,76.0,77.0,85.0,119.0,162.0,219.0,391.0,0
0.059238,2.0,1.0,1.0,11.3047,10.0,16.0,52.0,77.0,77.0,86.0,135.0,162.0,219.0,392.0,0
0.256698,3.0,1.0,17.0,10.2332,54.0,59.0,67.0,75.0,76.0,79.0,108.0,156.0,219.0,369.0,0
2.00355,4.0,1.0,1.0,10.0906,36.0,68.0,75.0,75.0,77.0,84.0,108.0,163.0,219.0,391.0,0
2.10381,5.0,1.0,1.0,10.0562,10.0,49.0,75.0,76.0,77.0,86.0,108.0,163.0,219.0,391.0,0
3.19842,3.0,9.0,1.0,10.372,25.0,68.0,75.0,75.0,77.0,85.0,108.0,163.0,219.0,391.0,0
3.23946,5.0,7.0,1.0,10.2011,10.0,49.0,75.0,76.0,77.0,86.0,108.0,163.0,219.0,391.0,0
3.36279,5.0,1.0,1.0,10.0693,10.0,49.0,75.0,76.0,77.0,85.0,111.0,163.0,219.0,391.0,0
15.1559,3.0,5.0,1034.0,16.8013,57.0,61.0,68.0,75.0,76.0,79.0,108.0,156.0,219.0,369.0,0
16.1769,2.0,2.0,5.0,11.8484,57.0,61.0,68.0,75.0,76.0,79.0,108.0,156.0,219.0,369.0,0
17.7579,2.0,4.0,1.0,11.9996,57.0,61.0,68.0,75.0,76.0,79.0,108.0,156.0,219.0,370.0,0
17.4627,2.0,1.0,2.0,11.6411,57.0,61.0,68.0,75.0,76.0,79.0,108.0,156.0,219.0,370.0,0
18.2453,2.0,1.0,4.0,11.9722,57.0,61.0,68.0,75.0,76.0,79.0,108.0,156.0,219.0,370.0,0
40.8802,3.0,12.0,923.0,15.5118,58.0,62.0,68.0,75.0,77.0,79.0,108.0,158.0,219.0,371.0,0
38.8267,2.0,1.0,1.0,10.1754,58.0,62.0,68.0,75.0,77.0,79.0,108.0,158.0,219.0,371.0,0
40.5808,2.0,7.0,1.0,10.511,58.0,62.0,68.0,75.0,77.0,79.0,108.0,158.0,219.0,371.0,0
40.5808,3.0,1.0,1.0,10.1521,58.0,62.0,68.0,75.0,77.0,79.0,108.0,158.0,219.0,371.0,0
40.8802,2.0,1.0,4.0,11.2606,58.0,62.0,68.0,75.0,77.0,79.0,108.0,158.0,219.0,371.0,0
42.4085,2.0,3.0,1.0,10.2904,58.0,62.0,68.0,75.0,77.0,79.0,108.0,158.0,219.0,371.0,0
42.7988,2.0,2.0,1.0,10.1962,58.0,62.0,68.0,75.0,77.0,79.0,108.0,158.0,219.0,371.0,0
43.6694,2.0,3.0,1.0,10.5691,58.0,62.0,68.0,75.0,77.0,79.0,108.0,158.0,219.0,371.0,0
43.2716,2.0,1.0,1.0,10.005,58.0,62.0,68.0,75.0,77.0,79.0,108.0,158.0,219.0,371.0,0
43.3509,3.0,2.0,1.0,10.3096,58.0,62.0,68.0,75.0,77.0,79.0,108.0,158.0,219.0,371.0,0
43.4303,2.0,1.0,1.0,10.4994,58.0,62.0,68.0,75.0,77.0,79.0,108.0,158.0,219.0,371.0,0
43.5098,2.0,1.0,1.0,10.0344,58.0,62.0,68.0,75.0,77.0,79.0,108.0,158.0,219.0,371.0,0
43.6694,3.0,1.0,1.0,10.0016,58.0,62.0,68.0,75.0,77.0,79.0,108.0,158.0,219.0,371.0,0
46.2133,2.0,1.0,12.0,11.0539,58.0,62.0,68.0,75.0,77.0,79.0,108.0,157.0,219.0,371.0,0
47.0634,2.0,1.0,4.0,11.1505,58.0,62.0,68.0,75.0,77.0,79.0,108.0,157.0,219.0,371.0,0
69.5342,2.0,4.0,1.0,10.3903,59.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
67.5642,2.0,1.0,1.0,10.2957,59.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
67.6857,2.0,1.0,1.0,10.155,59.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
69.7844,2.0,4.0,1.0,10.1702,59.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
70.0354,2.0,6.0,1.0,10.5682,59.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
71.6888,2.0,8.0,1.0,10.322,59.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
69.4095,2.0,1.0,1.0,10.0138,59.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
70.2873,2.0,1.0,1.0,10.1303,59.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
70.921,3.0,2.0,1.0,10.1805,60.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
72.7251,2.0,1.0,1.0,10.4906,60.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
73.1175,2.0,1.0,1.0,10.0595,60.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
75.9228,2.0,2.0,1.0,10.1379,60.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
73.6439,3.0,1.0,1.0,10.2273,60.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
93.931,2.0,3.0,1.0,10.2933,60.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
77.2954,2.0,4.0,1.0,10.3956,60.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
75.6511,2.0,1.0,1.0,10.0613,60.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
76.7434,2.0,1.0,1.0,10.1811,60.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
77.434,3.0,1.0,1.0,10.0785,61.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
77.9907,2.0,1.0,1.0,10.5462,60.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
78.2706,3.0,2.0,1.0,10.1095,61.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
79.2579,2.0,1.0,1.0,10.0102,60.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
79.5423,3.0,1.0,1.0,10.0413,61.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
79.9706,3.0,1.0,1.0,10.4152,61.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
80.979,3.0,2.0,1.0,10.3198,61.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
81.1241,4.0,2.0,1.0,10.1243,61.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
81.2694,3.0,1.0,1.0,10.2851,61.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
82.4412,3.0,2.0,1.0,10.1761,61.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
84.2301,2.0,2.0,1.0,10.2844,61.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
84.2301,3.0,3.0,1.0,10.1733,61.0,65.0,69.0,75.0,77.0,79.0,108.0,161.0,219.0,370.0,0
84.8348,4.0,1.0,1.0,10.0155,61.0,65.0,69.0,75.0,77.0,79.0,108.0,162.0,219.0,370.0,0
85.5967,3.0,1.0,1.0,10.0998,61.0,65.0,69.0,75.0,77.0,79.0,108.0,162.0,219.0,370.0,0
122.511,4.0,1.0,1.0,10.0833,61.0,67.0,72.0,75.0,77.0,79.0,108.0,162.0,219.0,381.0,0
125.827,4.0,1.0,1.0,10.1937,61.0,67.0,72.0,75.0,77.0,79.0,108.0,162.0,219.0,381.0,0
127.178,4.0,1.0,1.0,10.124,61.0,67.0,72.0,75.0,77.0,79.0,108.0,162.0,219.0,381.0,0
138.026,6.0,1.0,1.0,10.0801,55.0,68.0,72.0,75.0,77.0,79.0,108.0,162.0,219.0,387.0,0
257.499,8.0,8.0,51.0,11.2122,14.0,61.0,75.0,76.0,77.0,86.0,108.0,163.0,219.0,391.0,0
257.499,8.0,2.0,476.0,0.0,8.0,13.0,21.0,77.0,77.0,86.0,135.0,162.0,219.0,392.0,0
281.893,9.0,4.0,158.0,12.2134,43.0,68.0,75.0,75.0,77.0,82.0,108.0,162.0,219.0,391.0,0
0.0197462,1.0,1.0,1.0,10.9283,2.0,2.0,3.0,6.0,7.0,8.0,92.0,137.0,196.0,383.0,0
0.0197462,1.0,1.0,1.0,10.9867,3.0,3.0,4.0,6.0,8.0,13.0,90.0,124.0,204.0,378.0,0
0.0197462,2.0,1.0,1.0,11.645,3.0,3.0,5.0,6.0,8.0,12.0,90.0,124.0,200.0,379.0,0
0.0197462,2.0,1.0,1.0,12.1918,1.0,1.0,4.0,5.0,7.0,14.0,80.0,123.0,205.0,375.0,0
0.0394922,2.0,1.0,1.0,10.0546,3.0,3.0,4.0,6.0,8.0,10.0,90.0,128.0,201.0,379.0,0
0.0394922,2.0,1.0,1.0,12.4135,1.0,1.0,2.0,2.0,9.0,15.0,16.0,115.0,205.0,371.0,0
0.059238,2.0,1.0,1.0,10.2582,2.0,2.0,4.0,6.0,7.0,8.0,91.0,137.0,199.0,382.0,0
0.0197462,1.0,3.0,1.0,10.2583,4.0,5.0,6.0,6.0,8.0,13.0,36.0,120.0,217.0,323.0,0
0.0197462,1.0,1.0,1.0,10.6397,3.0,6.0,6.0,7.0,7.0,11.0,36.0,119.0,217.0,326.0,0
0.0394922,3.0,1.0,1.0,10.2437,1.0,2.0,7.0,7.0,8.0,11.0,36.0,119.0,217.0,327.0,0
0.059238,2.0,1.0,1.0,10.2671,5.0,5.0,6.0,7.0,8.0,12.0,36.0,119.0,217.0,324.0,0
0.0789836,2.0,1.0,1.0,10.0638,1.0,1.0,2.0,5.0,8.0,14.0,36.0,109.0,220.0,329.0,0
0.0987291,2.0,1.0,1.0,10.0847,1.0,1.0,1.0,1.0,8.0,28.0,31.0,50.0,190.0,318.0,0
2.76988,12.0,3.0,106.0,10.4587,5.0,5.0,6.0,7.0,8.0,12.0,36.0,120.0,217.0,324.0,0
117.177,12.0,1.0,958.0,10.8853,4.0,5.0,6.0,6.0,8.0,13.0,36.0,120.0,218.0,323.0,0
732.078,12.0,2.0,2810.0,11.5257,2.0,5.0,5.0,16.0,21.0,24.0,36.0,56.0,187.0,322.0,0
1.74358,11.0,11754.0,3937.0,41.0776,11.0,14.0,15.0,19.0,21.0,26.0,36.0,76.0,181.0,318.0,0
0.0197462,1.0,1.0,1.0,10.3254,4.0,5.0,6.0,20.0,21.0,23.0,36.0,56.0,188.0,322.0,0
0.0789836,2.0,3.0,9.0,11.5224,1.0,1.0,1.0,1.0,19.0,28.0,37.0,81.0,187.0,291.0,0
0.0197462,2.0,1.0,1.0,11.7369,4.0,6.0,16.0,20.0,21.0,23.0,36.0,57.0,183.0,320.0,0
0.0197462,2.0,11.0,2.0,17.8157,14.0,15.0,17.0,20.0,21.0,23.0,36.0,62.0,181.0,320.0,0
0.0197462,4.0,8.0,76.0,27.2123,14.0,14.0,15.0,19.0,21.0,26.0,36.0,71.0,181.0,318.0,0
0.0394922,2.0,1.0,1.0,10.6695,2.0,14.0,19.0,20.0,21.0,22.0,36.0,60.0,182.0,320.0,0
0.059238,2.0,1.0,1.0,10.8877,4.0,6.0,16.0,20.0,21.0,23.0,36.0,57.0,183.0,320.0,0
0.059238,3.0,1.0,64.0,18.1749,14.0,15.0,17.0,20.0,21.0,24.0,36.0,62.0,181.0,319.0,0
0.0987291,3.0,1.0,34.0,14.9355,14.0,15.0,17.0,20.0,21.0,23.0,36.0,62.0,181.0,319.0,0
0.0987291,4.0,3.0,62.0,19.1927,14.0,15.0,15.0,19.0,21.0,25.0,36.0,68.0,181.0,317.0,0
0.118475,4.0,3.0,38.0,18.8062,14.0,14.0,15.0,19.0,21.0,25.0,36.0,68.0,181.0,318.0,0
0.375194,4.0,1.0,1.0,10.0343,14.0,15.0,17.0,20.0,21.0,23.0,36.0,62.0,181.0,319.0,0
7.20815,6.0,1.0,1.0,10.0194,13.0,15.0,17.0,20.0,21.0,23.0,36.0,62.0,181.0,320.0,0
9.42087,5.0,3.0,1.0,10.1801,14.0,15.0,17.0,20.0,21.0,23.0,36.0,62.0,181.0,320.0,0
10.0225,6.0,1.0,1.0,10.0634,13.0,15.0,17.0,20.0,21.0,23.0,36.0,62.0,181.0,320.0,0
15.5929,5.0,5.0,1.0,10.1668,14.0,15.0,17.0,20.0,21.0,24.0,36.0,62.0,181.0,319.0,0
50.9831,8.0,1.0,1.0,10.0009,14.0,15.0,17.0,20.0,21.0,22.0,36.0,62.0,181.0,320.0,0
164.593,7.0,136.0,27.0,0.0,5.0,5.0,6.0,20.0,21.0,23.0,36.0,56.0,188.0,322.0,0
896.108,12.0,1.0,24.0,10.1026,14.0,15.0,17.0,20.0,21.0,23.0,36.0,62.0,181.0,319.0,0
0.0197462,1.0,1.0,1.0,10.7999,7.0,7.0,7.0,7.0,7.0,15.0,45.0,82.0,112.0,292.0,0
0.0197462,1.0,1.0,1.0,11.2743,5.0,7.0,7.0,7.0,7.0,14.0,46.0,82.0,112.0,292.0,0
0.0789836,2.0,3.0,2.0,11.619,6.0,7.0,7.0,7.0,7.0,14.0,46.0,82.0,112.0,292.0,0
0.0394922,2.0,1.0,1.0,10.4972,5.0,7.0,7.0,7.0,8.0,17.0,45.0,82.0,112.0,292.0,0
0.059238,2.0,1.0,1.0,10.1638,6.0,7.0,7.0,7.0,8.0,17.0,45.0,82.0,112.0,292.0,0
0.059238,3.0,2.0,2.0,18.7857,3.0,4.0,10.0,12.0,17.0,44.0,54.0,92.0,129.0,283.0,0
0.13822,3.0,1.0,1.0,10.1164,4.0,7.0,7.0,7.0,7.0,15.0,47.0,82.0,112.0,292.0,0
34.872,8.0,15.0,41.0,0.0,4.0,7.0,7.0,7.0,8.0,24.0,43.0,82.0,112.0,292.0,0
164.301,11.0,18.0,1905.0,12.2908,4.0,6.0,7.0,12.0,13.0,47.0,54.0,92.0,130.0,283.0,0
311.345,12.0,1.0,718.0,10.2526,4.0,5.0,11.0,12.0,17.0,45.0,54.0,92.0,129.0,283.0,0
345.092,12.0,1.0,638.0,10.3213,3.0,5.0,7.0,11.0,12.0,45.0,54.0,89.0,131.0,283.0,0
1207.12,12.0,28.0,2586.0,15.7003,4.0,5.0,7.0,12.0,26.0,43.0,53.0,96.0,130.0,255.0,0
1396.06,12.0,1.0,404.0,10.0654,4.0,6.0,7.0,11.0,12.0,49.0,54.0,91.0,130.0,283.0,0
1530.91,12.0,3.0,4840.0,13.7042,2.0,3.0,6.0,7.0,12.0,44.0,54.0,89.0,122.0,283.0,0
1870.58,12.0,2.0,688.0,10.5667,5.0,6.0,7.0,12.0,13.0,47.0,54.0,92.0,130.0,283.0,0
0.0197462,6.0,1043.0,82.0,26.1961,5.0,23.0,26.0,30.0,34.0,44.0,60.0,76.0,132.0,239.0,0
3.86003,12.0,789.0,11856.0,29.9987,20.0,25.0,29.0,31.0,36.0,46.0,60.0,78.0,132.0,245.0,0
2.16404,10.0,1847.0,92.0,24.6226,5.0,7.0,25.0,31.0,38.0,46.0,63.0,91.0,130.0,245.0,0
0.0197462,2.0,1.0,1.0,10.114,1.0,5.0,5.0,14.0,40.0,43.0,54.0,96.0,130.0,257.0,0
0.0197462,3.0,1.0,6.0,19.9167,19.0,25.0,27.0,31.0,32.0,46.0,60.0,77.0,132.0,245.0,0
0.0394922,2.0,1.0,50.0,12.6825,5.0,23.0,26.0,30.0,34.0,44.0,60.0,76.0,132.0,239.0,0
0.0394922,4.0,1.0,69.0,19.9888,6.0,23.0,26.0,30.0,35.0,44.0,60.0,76.0,132.0,238.0,0
0.059238,5.0,6.0,66.0,20.6675,20.0,25.0,29.0,31.0,36.0,46.0,60.0,80.0,132.0,245.0,0
0.059238,3.0,2.0,56.0,15.8642,5.0,7.0,25.0,31.0,38.0,46.0,63.0,91.0,130.0,245.0,0
0.0789836,4.0,106.0,52.0,17.8176,3.0,5.0,7.0,31.0,40.0,46.0,62.0,93.0,130.0,245.0,0
0.118475,3.0,1.0,46.0,10.2722,1.0,1.0,6.0,26.0,34.0,41.0,62.0,76.0,132.0,238.0,0
0.315943,5.0,1.0,14.0,11.1454,20.0,25.0,29.0,31.0,36.0,46.0,60.0,80.0,132.0,245.0,0
4.64044,4.0,4.0,39.0,11.4836,20.0,25.0,29.0,31.0,36.0,46.0,60.0,80.0,132.0,245.0,0
9.52435,4.0,13.0,28.0,11.3653,19.0,25.0,27.0,31.0,32.0,46.0,60.0,77.0,132.0,245.0,0
7.85024,3.0,1.0,2.0,10.4069,20.0,25.0,27.0,31.0,32.0,46.0,60.0,76.0,132.0,245.0,0
7.99531,3.0,2.0,1.0,10.1685,9.0,23.0,26.0,30.0,35.0,44.0,60.0,76.0,132.0,238.0,0
10.2088,6.0,15.0,88.0,14.6749,20.0,25.0,27.0,31.0,32.0,46.0,60.0,76.0,132.0,245.0,0
9.75892,6.0,53.0,85.0,14.4133,20.0,25.0,27.0,31.0,32.0,46.0,60.0,76.0,132.0,245.0,0
10.1554,3.0,1.0,13.0,10.9782,20.0,25.0,29.0,31.0,32.0,46.0,60.0,77.0,132.0,245.0,0
10.3698,3.0,1.0,6.0,12.1093,20.0,25.0,29.0,31.0,32.0,46.0,60.0,78.0,132.0,245.0,0
11.109,5.0,26.0,81.0,13.1075,23.0,24.0,26.0,31.0,32.0,45.0,60.0,76.0,132.0,245.0,0
11.3047,3.0,1.0,3.0,10.6238,21.0,24.0,27.0,31.0,32.0,46.0,60.0,76.0,132.0,245.0,0
12.7252,3.0,1.0,29.0,11.3604,20.0,25.0,29.0,31.0,32.0,46.0,60.0,78.0,132.0,245.0,0
13.8609,5.0,1.0,1.0,10.0434,20.0,25.0,29.0,31.0,36.0,46.0,60.0,80.0,132.0,245.0,0
24.9294,6.0,2.0,9.0,10.3857,19.0,25.0,27.0,31.0,32.0,46.0,60.0,77.0,132.0,245.0,0
24.4495,3.0,1.0,1.0,10.6943,20.0,25.0,29.0,31.0,36.0,46.0,60.0,80.0,132.0,245.0,0
40.7303,8.0,74.0,185.0,0.0,4.0,5.0,7.0,12.0,26.0,43.0,53.0,96.0,130.0,255.0,0
56.6286,11.0,257.0,6397.0,14.9354,20.0,25.0,29.0,31.0,32.0,46.0,60.0,77.0,132.0,245.0,0
68.5423,10.0,1.0,45.0,10.0972,5.0,6.0,18.0,31.0,38.0,46.0,63.0,91.0,129.0,245.0,0
176.405,11.0,323.0,6500.0,18.9757,13.0,23.0,30.0,31.0,36.0,46.0,60.0,90.0,132.0,246.0,0
148.468,7.0,78.0,2.0,0.0,4.0,5.0,7.0,12.0,26.0,43.0,53.0,96.0,130.0,255.0,0
302.63,9.0,21.0,1903.0,11.7885,4.0,23.0,30.0,31.0,36.0,46.0,62.0,90.0,131.0,246.0,0
310.793,8.0,19.0,22.0,0.0,4.0,5.0,7.0,12.0,26.0,43.0,53.0,96.0,130.0,255.0,0
317.482,9.0,78.0,1425.0,12.9434,20.0,25.0,29.0,31.0,36.0,46.0,60.0,80.0,132.0,245.0,0
449.501,10.0,17.0,2839.0,12.9793,5.0,6.0,18.0,31.0,38.0,46.0,63.0,91.0,129.0,245.0,0
3.86003,12.0,559.0,7286.0,18.6827,1.0,3.0,4.0,16.0,22.0,25.0,55.0,93.0,124.0,174.0,0
0.0197462,2.0,1.0,1.0,11.925,3.0,3.0,3.0,3.0,9.0,48.0,68.0,81.0,127.0,244.0,0
0.0394922,5.0,4.0,31.0,17.5273,9.0,10.0,13.0,14.0,17.0,25.0,56.0,92.0,128.0,173.0,0
0.059238,3.0,3.0,7.0,16.0953,9.0,10.0,13.0,14.0,17.0,25.0,56.0,92.0,128.0,173.0,0
0.0987291,4.0,3.0,11.0,12.6762,3.0,9.0,13.0,14.0,21.0,25.0,57.0,92.0,129.0,174.0,0
0.0987291,5.0,2.0,17.0,12.9915,8.0,10.0,12.0,14.0,17.0,25.0,55.0,92.0,128.0,174.0,0
0.118475,3.0,1.0,3.0,12.2892,9.0,10.0,12.0,14.0,17.0,25.0,56.0,92.0,128.0,173.0,0
0.118475,5.0,2.0,17.0,13.0653,8.0,10.0,12.0,14.0,17.0,25.0,56.0,92.0,128.0,173.0,0
0.13822,4.0,1.0,1.0,10.0286,1.0,1.0,6.0,11.0,17.0,26.0,57.0,89.0,126.0,196.0,0
0.157966,4.0,1.0,1.0,10.0427,9.0,9.0,13.0,14.0,17.0,25.0,56.0,92.0,128.0,173.0,0
0.177712,5.0,2.0,4.0,11.1277,8.0,10.0,12.0,14.0,17.0,25.0,56.0,92.0,128.0,173.0,0
2.12388,12.0,2.0,34710.0,17.1813,6.0,9.0,11.0,14.0,16.0,25.0,56.0,91.0,128.0,173.0,0
7.46767,6.0,2.0,15.0,10.3308,9.0,9.0,13.0,14.0,17.0,25.0,56.0,92.0,128.0,173.0,0
11.109,7.0,2.0,25.0,0.0,3.0,3.0,3.0,3.0,9.0,48.0,68.0,81.0,127.0,243.0,0
45.7938,12.0,4.0,2238.0,0.0,3.0,3.0,3.0,3.0,9.0,48.0,68.0,81.0,127.0,243.0,0
122.293,12.0,1.0,1518.0,10.6609,3.0,4.0,12.0,13.0,21.0,25.0,57.0,92.0,128.0,174.0,0
199.762,12.0,29.0,4540.0,15.7771,3.0,4.0,12.0,13.0,21.0,25.0,57.0,92.0,128.0,174.0,0
0.0394922,2.0,3133.0,5.0,13.4308,3.0,3.0,7.0,9.0,21.0,22.0,36.0,94.0,110.0,178.0,0
0.0197462,4.0,7.0,14.0,23.7675,5.0,5.0,8.0,8.0,12.0,22.0,45.0,89.0,116.0,178.0,0
0.0789836,4.0,11.0,3.0,19.2892,3.0,4.0,8.0,9.0,20.0,22.0,35.0,93.0,110.0,178.0,0
0.13822,2.0,1.0,2.0,10.0014,4.0,5.0,6.0,8.0,9.0,22.0,45.0,89.0,117.0,179.0,0
