0,0.0645944365423,5
1,0.0069467037998,20
2,0.0726073144364,2
3,0.0625775774096,7
4,0.028218580075,12
5,0.00405110519173,21
6,0.0206982759586,16
7,0.0131150847144,19
8,0.0621294197679,8
9,0.0752175810946,1
10,0.0633452673812,6
11,0.0643273165149,4
12,2.23617502243e-05,28
13,0.0475584713044,9
14,3.17741248129e-05,27
15,2.58380546289e-05,26
16,0.0313038420668,11
17,7.08682741624e-05,25
18,1.4621106024e-06,30
19,0.0243415218131,15
20,0.00334039565662,23
21,0.00315412218015,22
22,0.00289685074056,14
23,0.00225144280046,24
24,0.0225679455702,13
25,1.25323074184e-06,29
26,0.017352698937,17
27,0.00848793096142,18
28,0.031832646453,10
29,0.0491150656289,3
