0,0.268754091089,3
1,0.114570099546,16
2,0.311015993314,1
3,0.245184592718,11
4,0.114050832127,18
5,0.170592822015,12
6,0.14559469016,15
7,0.0405485923793,22
8,0.251206215899,10
9,0.205494625133,14
10,0.267834381341,2
11,0.268754091089,5
12,1.54841861309e-05,29
13,0.262865703667,7
14,1.54841861309e-05,30
15,0.00889040364843,24
16,0.241813039977,9
17,0.000154923650734,28
18,0.271306704636,6
19,0.0629998336837,19
20,0.0011569938626,25
21,0.0108497430737,23
22,0.0417302465475,13
23,0.000983397242142,27
24,0.0514665094053,17
25,0.000271235819286,26
26,0.0385090459674,20
27,0.021669357356,21
28,0.121425753922,4
29,0.221588785297,8
