0 215743 109.368
1 215742 109.278
2 215742 109.311
3 215743 109.323
4 215742 109.345
5 215742 109.366
6 215742 109.388
7 215742 109.336
8 215741 109.305
9 215741 109.277
10 215741 109.361
11 215744 111.43
12 215744 112.053
13 215743 112.089
14 215743 112.099
15 215743 112.038
16 215743 111.937
17 215743 111.922
18 215743 111.936
19 215743 111.931
20 215743 111.945
21 215743 112.011
22 215743 112.032
23 215742 111.959
24 215742 111.949
25 215743 111.994
26 215742 112.042
27 215743 112.069
28 215743 112.063
29 215743 112.087
30 215743 112.033
31 215742 112.053
32 215742 112.017
33 215743 112.076
34 215743 112.056
35 215743 112.252
36 215742 112.237
37 215743 112.209
38 215743 112.167
39 215743 112.192
40 215743 112.172
41 215743 112.156
42 215743 112.059
43 215741 110.273
44 215741 109.658
45 215741 109.562
46 215741 109.452
47 215742 109.397
48 215741 109.381
49 215742 109.423
50 215742 109.374
51 215742 109.337
52 215742 109.393
53 215742 109.379
54 215743 109.37
55 215743 109.368
56 215743 109.336
57 215743 109.303
58 215743 109.208
59 215743 109.206
60 215743 109.221
61 215743 109.214
62 215743 109.249
63 215743 109.272
64 215743 109.229
65 215743 109.247
66 215743 109.241
67 215743 109.015
68 215743 109.015
69 215743 109.017
70 215743 109.044
71 215743 109.049
72 215743 109.022
73 215743 109.112
74 215743 109.133
75 215743 109.152
76 215743 109.134
77 215742 109.154
78 215742 109.163
79 215742 109.166
80 215742 109.172
81 215742 109.175
82 215741 109.233
83 215741 109.235
84 215741 109.18
85 215741 109.141
86 215741 109.185
87 215740 109.154
88 215740 109.157
89 215741 109.303
90 215741 109.293
91 215741 109.312
92 215741 109.303
93 215741 109.255
94 215741 109.229
95 215741 109.205
96 215742 109.186
97 215741 109.152
98 215741 109.116
99 215742 109.246
100 215742 109.283
101 215742 109.28
102 215742 109.271
103 215742 109.397
104 215743 109.644
105 215744 109.719
106 215745 110.004
107 215745 110.309
108 215746 110.357
109 215745 110.282
110 215745 110.278
111 215745 110.308
112 215745 110.328
113 215745 110.317
114 215745 110.292
115 215745 110.316
116 215745 110.276
117 215745 110.29
118 215745 110.281
119 215745 110.286
120 215744 110.256
121 215743 110.09
122 215743 110.103
123 215743 110.035
124 215743 109.998
125 215743 110.017
126 215743 110.016
127 215743 110.039
128 215743 110.038
129 215743 110.032
130 215744 110.101
131 215744 110.164
132 215745 110.199
133 215745 110.211
134 215746 110.221
135 215746 110.076
136 215745 109.876
137 215745 109.729
138 215744 109.487
139 215744 109.234
140 215744 109.192
141 215744 109.209
142 215744 109.199
143 215745 109.185
144 215745 109.139
145 215745 109.112
146 215745 109.109
147 215745 109.117
148 215747 109.197
149 215747 109.242
150 215747 109.189
151 215748 109.185
152 215748 109.196
153 215749 109.235
154 215749 109.276
155 215750 109.322
156 215750 109.341
157 215750 109.357
158 215751 109.356
159 215751 109.335
160 215751 109.382
161 215751 109.351
162 215751 109.307
163 215750 109.136
164 215750 109.054
165 215750 109.039
166 215750 109.041
167 215750 109.061
168 215750 109.146
169 215751 109.15
170 215751 109.143
171 215751 109.091
172 215752 109.126
173 215752 109.143
174 215752 109.136
175 215753 109.124
176 215753 109.158
177 215754 109.163
178 215754 109.189
179 215755 109.213
180 215754 109.174
181 215754 109.139
182 215755 109.117
183 215755 109.144
184 215755 109.179
185 215755 109.16
186 215755 109.134
187 215756 109.226
188 215756 109.255
189 215756 109.242
190 215756 109.243
191 215756 109.245
192 215756 109.197
193 215756 109.234
194 215756 109.229
195 215756 109.194
196 215756 109.201
197 215756 109.198
198 215756 109.199
199 215756 109.193
200 215756 109.11
201 215756 109.176
202 215757 109.146
203 215757 109.209
204 215756 109.181
205 215757 109.165
206 215757 109.191
207 215757 109.197
208 215757 109.274
209 215757 109.474
210 215757 109.463
211 215757 109.419
212 215756 109.415
213 215756 109.398
214 215756 109.446
215 215756 109.413
216 215756 109.413
217 215756 109.422
218 215756 109.439
219 215755 109.347
220 215755 109.275
221 215755 109.26
222 215755 109.269
223 215755 109.247
